gene_callers_id	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
14252	0.0	0.0	0.0	0.0	0.0
14253	0.0	0.0	0.0	0.0	0.0
14254	0.0	0.0	0.0	0.0	0.7417543859649123
14255	0.0	0.0	0.0	0.0	0.0
14256	0.0	0.13280562884784522	0.26561125769569044	0.0	0.6640281442392261
14257	0.0	0.4902597402597403	0.1634199134199134	0.0	1.9610389610389611
14258	0.0	0.0	0.0	0.0	0.5644859813084112
14259	0.0	0.0	0.0	0.0	1.0342465753424657
14260	0.0	0.0	0.0	0.0	0.0
14261	0.0	0.0	0.0	0.0	0.0
14262	0.0	0.0	0.0	0.0	0.465625
14263	0.0	0.0	0.09830729166666667	0.0	0.0
14264	0.0	0.0	0.0	0.0	0.755
14265	0.0	0.21836587129428778	0.0	0.0	0.5459146782357195
14266	0.0	0.0	0.0	0.0	0.0
14267	0.0	0.0	0.0	0.0	0.0
14268	0.0	0.0	0.0	0.0	0.29521016617790813
14269	0.0	0.0	0.0	0.0	0.48799630655586335
14270	0.24433656957928804	0.0	0.720873786407767	0.0	5.976537216828479
14271	0.0	0.0	0.006459948320413436	0.0	0.0
14272	0.0	0.0	0.0	0.0	0.0
14273	0.5298245614035088	0.0	0.0	0.0	3.1789473684210527
14274	0.0	0.0	0.0	0.0	0.0
14275	0.0	0.0	0.0	0.0	0.0
14276	0.0	0.0	0.0	0.0	0.0
14277	0.0	0.0	0.0	0.0	1.7576719576719577
14278	0.0	0.0	0.0	0.0	0.0
14279	0.0	0.0	0.0	0.0	0.0
14280	0.0	0.0	0.0	0.0	0.0
14281	0.0	0.0	0.15861344537815125	0.0	0.2622549019607843
14282	0.0	0.0	0.0	0.0	1.5427841634738186
14283	0.0	0.0	0.0	0.0	0.0
14284	0.0	0.0	0.0	0.0	0.0
14285	0.0	0.0	0.0	0.0	0.0
14286	0.0	0.0	0.0	0.0	0.0
14287	0.0	0.0	0.0	0.0	0.0
14288	0.0	0.0	0.0	0.0	0.203778677462888
14289	0.0	0.0	0.0	0.0	1.755813953488372
14290	0.0	0.0	0.0	0.0	0.0
14291	0.0	0.0	0.0	0.0	0.0
14292	0.0	0.0	0.0	0.0	0.0
14293	0.0	0.0	0.0	0.0	0.0
14294	0.0	0.0	0.0	0.0	0.44055433989788473
14295	0.0	0.0	0.0	0.0	0.0
14296	0.0	0.0	0.0	0.0	0.0
14297	0.0	0.0	0.0	0.0	0.0
14298	0.0	0.0	0.0	0.0	0.0
14299	0.0	0.0	0.0	0.0	0.0
14300	0.0	0.0	0.0	0.0	0.0
14301	0.0	0.0	0.0	0.0	0.3155694879832811
14302	0.0	0.0	0.0	0.0	0.0
14303	0.0	0.0	0.0	0.0	0.0
14304	0.0	0.0	0.0	0.0	0.0
14305	0.0	0.0	0.0	0.0	0.0
14306	0.0	0.0	0.0	0.0	0.0
14307	0.0	0.0	0.0	0.0	0.0
14308	0.0	0.0	0.0	0.0	0.0
14309	0.0	0.0	0.0	0.0	0.27579908675799086
14310	0.0	0.0	0.0	0.0	0.0
14311	0.0	0.0	0.0	0.0	0.0
14312	0.0	0.0	0.0	0.0	0.0
14313	0.0	0.0	0.0	0.0	0.0
14314	0.0	0.0	0.0	0.0	0.0
14315	0.0	0.0	0.0	0.0	0.0
14316	0.0	0.0	0.1398148148148148	0.0	0.2796296296296296
14317	0.0	0.24917491749174916	0.08305830583058306	0.0	0.08305830583058306
14318	0.2857142857142857	0.293488824101069	0.0	0.0	1.467444120505345
14319	0.0	0.0	0.0	0.0	0.0
14320	0.0	0.0	0.0	0.0	0.0
14321	0.0	0.0	0.0	0.0	0.0
14322	0.09218559218559219	0.0	0.0	0.0	1.014041514041514
14323	0.0	0.0	0.0	0.0	2.111111111111111
14324	0.0	0.0	0.0	0.0	0.0
14325	0.0	0.0	0.0	0.0	0.1935897435897436
14326	0.0	0.39570230607966456	0.3165618448637317	0.0	2.8270440251572326
14327	0.7472118959107806	0.3742255266418835	0.18711276332094176	0.748451053283767	1.1226765799256506
14328	0.0	0.0	0.0	0.0	0.0
14329	0.0	0.0	0.0	0.0	0.0
14330	0.0	0.0	0.0	0.0	0.0
14331	0.0	0.0	0.0	0.0	0.0
14332	0.0	0.0	0.0	0.0	0.0
14333	0.0	0.0	0.0	0.0	0.0
14334	0.0	0.0	0.0	0.0	0.0
14335	0.0	0.0	0.0	0.0	0.0
14336	0.0	0.0	0.0	0.0	0.0
14337	0.0	0.0	0.0	0.0	0.16611661166116612
14338	0.0	0.0	0.0	0.0	0.0
14339	0.0	0.0	0.0	0.0	0.0
14340	0.0	0.0	0.0	0.0	0.0
14341	0.0	0.0	0.0	0.0	1.935897435897436
14342	0.0	0.0	0.0	0.0	0.0
14343	0.0	0.0	0.0	0.0	0.0
14344	0.0	0.0	0.0	0.0	0.0
14345	0.0	0.0	0.0	0.0	0.0
14346	0.0	0.0	0.0	0.0	0.0
14347	0.0	0.0	0.0	0.0	0.0
14348	0.0	0.0	0.0	0.0	0.0
14349	0.0	0.0	0.0	0.0	0.0
14350	0.0	0.0	0.0	0.0	0.0
14351	0.0	0.0	0.0	0.0	0.0
14352	0.0	0.0	0.0	0.0	0.0
14353	0.0	0.0	0.0	0.0	0.0
14354	0.0	0.0	0.0	0.0	0.0
14355	0.0	0.0	0.0	0.0	0.0
14356	0.0	0.0	0.0	0.0	0.0
14357	0.0	0.0	0.0	0.0	0.0
14358	0.0	0.0	0.0	0.0	0.0
14359	0.0	0.0	0.0	0.0	0.0
14360	0.0	0.0	0.0	0.0	0.0
14361	0.0	0.0	0.0	0.0	0.0
14362	0.0	0.0	0.0	0.0	1.242798353909465
14363	0.0	0.0	0.0	0.0	0.0
14364	0.0	0.0	0.0	0.0	0.20336700336700336
14365	0.3429092567259462	0.0	0.0	0.0	0.0
14366	0.0	0.0	0.0	0.0	0.0
14367	0.0	0.0	0.0	0.0	0.0
14368	0.0	0.0	0.0	0.0	1.950354609929078
14369	0.0	1.3049382716049382	0.5592592592592592	0.0	1.6777777777777778
14370	0.0	0.0	0.2568027210884354	0.0	0.4991496598639456
14371	0.0	0.0	0.0	0.30784913353720694	0.30784913353720694
14372	0.0	0.0	0.0	0.0	0.0
14373	0.0	0.0	0.0	0.0	0.0
14374	0.0	0.0	0.0	0.0	0.0
14375	0.0	0.0	0.0	0.0	0.0
14376	0.0	0.0	0.0	0.0	0.0
14377	0.0	0.0	0.0	0.0	0.0
14378	0.0	0.0	0.0	0.0	0.0
14379	0.0	0.0	0.0	0.0	0.0
14380	0.0	0.0	0.0	0.0	0.0
14381	0.0	0.0	0.0	0.0	0.0
14382	0.0	0.0	0.0	0.0	0.0
14383	0.0	0.087995337995338	0.0	0.0	0.527972027972028
14384	0.0	0.0	0.0	0.0	0.0
14385	0.0	0.0	0.0	0.0	0.0
14386	0.0	0.0	0.0	0.0	0.0
14387	0.0	0.0	0.0	0.0	0.0
14388	0.0	0.0	0.0	0.0	0.0
14389	0.0	0.0	0.0	0.0	0.0
14390	0.0	0.0	0.0	0.0	0.0
14391	0.0	0.0	0.0	0.0	0.0
14392	0.0	0.0	0.0	0.0	0.0
14393	0.36502820306204675	1.411764705882353	0.8514638732205211	0.16223475691646522	1.3763094278807413
14394	0.0	0.0	0.0	0.0	0.0
14395	0.0	0.0	0.0	0.0	0.0
14396	0.0	0.0	0.0	0.0	0.0
14397	0.0	0.0	0.0	0.0	0.0
14398	0.0	0.0	0.0	0.0	0.0
14399	0.22271386430678466	0.33702064896755163	0.443952802359882	0.22271386430678466	3.784660766961652
14400	0.31069958847736623	0.28189300411522633	1.7757201646090535	0.0	2.080246913580247
14401	0.0	0.0	0.0	0.0	0.0
14402	0.0	0.0	0.0	0.0	4.553846153846154
14403	0.0	0.0	0.0	0.0	0.0
14404	0.12853470437017994	0.7720651242502142	1.544987146529563	0.0	1.2939160239931449
14405	0.0	0.0	0.0	0.0	0.0
14406	0.3094262295081967	0.10314207650273224	0.8719262295081968	0.5611338797814208	0.6704234972677595
14407	0.0	0.0	0.0	0.0	0.0
14408	0.0	0.0	0.0	0.12474184221396117	0.24948368442792235
14409	0.0	0.0	0.0	0.0	0.0
14410	0.0	0.0	0.0	0.0	0.0
14411	0.0	0.0	0.0	0.0	0.44267274107820803
14412	0.0	0.0	0.0	0.0	0.03508771929824561
