gene_callers_id	ABBA_M11	ABBA_M12	ABBA_M13	ABBA_M14	ABBA_M15
16644	0.0	0.0	0.0	0.0	0.0
16645	0.510482180293501	0.6037735849056604	0.550314465408805	0.5534591194968553	0.5419287211740041
16646	0.0	0.0	0.0	0.0	0.0
16647	0.0	0.0	0.0	0.0	0.0
16648	0.0	0.0	0.0	0.15583075335397317	0.0
16649	0.0	0.0	0.0	0.0	0.0
16650	0.0	0.0	0.0	0.0	0.0
16651	0.0	0.0	0.0	0.0	0.0
16652	0.0	0.0	0.0	0.0	0.0
16653	0.0	0.0	0.0	0.0	0.0
16654	0.0	0.0	0.0	0.0	0.0
16655	0.0	0.0	0.0	0.0	0.0
16656	0.0	0.0	0.0	0.0	0.0
16657	0.0	0.0	0.0	0.0	0.0
16658	0.0	0.0	0.0	0.0	0.0
16659	0.0	0.0	0.0	0.0	0.0
16660	0.0	0.0	0.0	0.0	0.0
16661	0.0	0.0	0.0	0.0	0.0
16662	0.0	0.0	0.0	0.19584954604409857	0.0
16663	0.0	0.0	0.0	0.0	0.0
16664	0.0	0.0	0.0	0.0	0.0
16665	0.0	0.19973544973544974	0.0	0.0	0.0
16666	0.0	0.0	0.0	0.0	0.0
16667	0.0	0.0	0.0	0.0	0.0
16668	0.0	0.0	0.0	0.0	0.0
16669	0.0	0.0	0.0	0.0	0.0
16670	0.0	0.0	0.0	0.0	0.0
16671	0.0	0.0	0.0	0.0	0.0
16672	0.0	0.0	0.0	0.0	0.0
16673	0.0	0.0	0.0	0.0	0.0
16674	0.0	0.0	0.0	0.0	0.0
16675	0.0	0.0	0.0	0.0	0.1483216237314598
16676	0.0	0.0	0.0	0.0	0.0
16677	0.0	0.0	0.0	0.15778474399164055	0.0
16678	0.0	0.0	0.0	0.0	0.0
16679	0.26666666666666666	0.2362962962962963	0.2174074074074074	0.3148148148148148	0.3118518518518518
16680	0.0	0.15476190476190477	0.23015873015873015	0.2222222222222222	0.21726190476190477
16681	0.0	0.0	0.0	0.10788690476190477	0.0
16682	0.08660968660968661	0.22621082621082622	0.26096866096866095	0.28433048433048436	0.1623931623931624
16683	0.0	0.0	0.0	0.0	0.0
16684	0.0	0.0	0.17868589743589744	0.36538461538461536	0.18269230769230768
16685	0.0	0.0	0.0	0.0	0.0
16686	0.0	0.0	0.0	0.03895498017261488	0.0
16687	0.0	0.0	0.0	0.0	0.0
16688	0.0	0.0	0.0	0.0	0.0
16689	0.0	0.0	0.0	0.0	0.0
16690	0.0	0.0	0.0	0.0	0.0
16691	0.0	0.0	0.0	0.0	0.0
16692	0.4816955684007707	0.42003853564547206	0.640655105973025	0.6088631984585742	0.3583815028901734
16693	0.0	0.0	0.0	0.0	0.0
