gene_callers_id	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
60044	0.0	0.6019417475728155	0.0	0.0	0.27184466019417475
60045	0.0	0.41700404858299595	0.3117408906882591	0.0	0.6126855600539811
60046	0.0	0.0	0.391304347826087	0.0	0.1706924315619968
60047	0.531986531986532	0.7407407407407407	0.6599326599326599	0.0	0.8754208754208754
60048	0.8219832735961768	0.26045400238948624	0.25806451612903225	0.0	0.5961768219832736
60049	0.5555555555555556	0.0	0.21863799283154123	0.23297491039426524	0.017921146953405017
60050	1.0	0.6253229974160207	0.7235142118863049	0.35142118863049093	0.6640826873385013
60051	0.2564102564102564	0.0	0.203778677462888	0.31983805668016196	0.203778677462888
60052	0.0	0.0	0.0	0.0	0.0
60053	0.0	0.0	0.0	0.0	0.0
60054	0.4674329501915709	0.0	0.0	0.0	0.0
60055	0.0	0.0	0.0	0.0	0.0
60056	0.0	0.0	0.0	0.0	0.0
60057	0.7	0.0	0.575	0.325	0.0
60058	0.726984126984127	0.0	0.025396825396825397	0.1111111111111111	0.6
60059	0.5731922398589065	0.8201058201058201	0.26631393298059963	0.2839506172839506	0.8712522045855379
60060	0.5	0.3758169934640523	0.39869281045751637	0.0	0.0
60061	0.0	0.6237373737373737	0.6388888888888888	0.0	0.6085858585858586
60062	0.5617977528089888	0.8277153558052435	0.2958801498127341	0.0	0.6273408239700374
60063	0.22865013774104684	0.7355371900826446	0.33608815426997246	0.0	0.18457300275482094
60064	0.0	0.0	0.0	0.2568027210884354	0.0
60065	0.7864583333333334	0.0	0.8177083333333334	0.0	0.0
60066	0.08333333333333333	0.0	0.0	0.0	0.0
60067	0.22720478325859492	0.12929745889387145	0.2787742899850523	0.0	0.507473841554559
60068	0.2504145936981758	0.351575456053068	0.0	0.0	0.6799336650082919
60069	0.5447154471544715	0.0	0.4037940379403794	0.4037940379403794	0.4173441734417344
60070	0.34102564102564104	0.21794871794871795	0.0	0.0	0.4564102564102564
60071	0.5205479452054794	0.3127853881278539	0.5742009132420092	0.0639269406392694	0.9121004566210046
60072	0.296078431372549	0.257843137254902	0.0	0.0	0.48137254901960785
60073	0.9075425790754258	0.8077858880778589	0.8613138686131386	0.0	0.8807785888077859
60074	0.2929456112008616	0.23855681206246634	0.20893914916532041	0.156165858912224	0.47495961227786754
60075	0.2671353251318102	0.34973637961335674	0.2817809021675454	0.0	0.6766256590509666
60076	0.29933899905571293	0.4910292728989613	0.0	0.0	0.9206798866855525
60077	0.3718637992831541	0.25806451612903225	0.16487455197132617	0.0	0.6474014336917563
60078	0.7612208258527827	0.6499102333931778	0.5044883303411131	0.4069419509275883	0.6834230999401556
60079	0.5300546448087432	0.6174863387978142	0.8069216757741348	0.0	0.6411657559198543
60080	0.1680053547523427	0.5100401606425703	0.3962516733601071	0.0	0.5555555555555556
60081	0.0	0.25549915397631134	0.0	0.0	0.8189509306260575
60082	0.4358974358974359	0.7509157509157509	0.8827838827838828	0.0	0.9523809523809523
60083	0.6829954954954955	0.4988738738738739	0.32826576576576577	0.0	0.696509009009009
60084	0.29097605893186	0.37937384898710863	0.7845303867403315	0.0	0.7642725598526704
60085	0.94679186228482	0.9420970266040689	0.37402190923317685	0.0	0.810641627543036
60086	0.2647058823529412	0.5098039215686274	0.1931372549019608	0.2950980392156863	0.5941176470588235
60087	0.7706422018348624	0.6483180428134556	0.0	0.0	0.536697247706422
60088	0.38569604086845466	0.0	0.5478927203065134	0.0	1.0
60089	0.3520074696545285	0.4668534080298786	0.8590102707749766	0.0	0.900093370681606
60090	0.0	0.3787878787878788	0.6767676767676768	0.0	0.6843434343434344
60091	0.32360742705570295	0.5587975243147657	0.47303271441202477	0.0	0.7833775419982316
60092	0.8539944903581267	0.16804407713498623	1.0	0.0	0.9944903581267218
