gene_callers_id	ACSA_M21	ACSA_M22	ACSA_M23	ACSA_M24	ACSA_M25
55483	0.0	0.0	0.0	0.0	0.0
55484	0.0	0.0	0.0	0.0	0.0
55485	0.0	0.0	0.0	0.0	0.0
55486	0.0	0.0	0.0	0.0	0.0
55487	0.0	0.0	0.0	0.0	0.0
55488	0.0	0.0	0.0	0.10510510510510511	0.0
55489	0.0	0.0	0.0	0.0	0.0
55490	0.0	0.0	0.0	0.0	0.0
55491	0.0	0.0	0.0	0.0	0.0
55492	0.0	0.0	0.0	0.0	0.0
55493	0.0	0.0	0.0	0.0	0.0
55494	0.0	0.0	0.0	0.0	0.0
55495	0.0	0.0	0.0	0.0	0.0
55496	0.0	0.0	0.0	0.0	0.0
55497	0.0	0.0	0.0	0.0	0.14583333333333334
55498	0.0	0.0	0.0	0.0	0.0
55499	0.0	0.0	0.0	0.0	0.0
55500	0.0	0.0	0.0	0.0	0.0
55501	0.1536231884057971	0.0	0.0	0.0	0.0
55502	0.0	0.0	0.0	0.0	0.0
55503	0.0	0.0	0.0	0.0	0.0
55504	0.0	0.0	0.0	0.0	0.0
55505	0.0	0.0	0.0	0.0	0.0
55506	0.0	0.0	0.0	0.0	0.0
55507	0.0	0.0	0.0	0.0	0.0
55508	0.0	0.0	0.0	0.0	0.0
55509	0.0	0.0	0.0	0.0	0.0
55510	0.0	0.0	0.0	0.0	0.0
55511	0.10918293564714389	0.0	0.0	0.0	0.0
55512	0.0	0.0	0.0	0.0	0.0
55513	0.0	0.0	0.0	0.0	0.0
55514	0.0	0.0	0.0	0.0	0.10761705101327743
55515	0.0	0.0	0.0	0.0	0.0
55516	0.0	0.0	0.0	0.0	0.0
55517	0.1289228159457167	0.13570822731128074	0.10899067005937235	0.09499575911789652	0.16603053435114504
55518	0.0	0.0	0.0	0.0	0.2010752688172043
55519	0.0	0.0	0.0	0.0	0.0
55520	0.16833890746934224	0.0	0.0	0.1806020066889632	0.16833890746934224
55521	0.2554157931516422	0.06533892382948987	0.0	0.19077568134171907	0.13696715583508037
55522	0.0	0.0	0.0	0.0	0.0
55523	0.0	0.0	0.0	0.0	0.0
55524	0.0	0.0	0.0	0.0	0.0
55525	0.0	0.0	0.0	0.0	0.0
55526	0.3737745098039216	0.2916666666666667	0.0	0.09252450980392157	0.32659313725490197
55527	0.0	0.0	0.0	0.0	0.0
55528	0.0	0.0	0.0	0.0	0.0
55529	0.0	0.0	0.0	0.0	0.0
55530	0.0	0.0	0.0	0.0	0.4813519813519814
55531	0.697594501718213	0.0	0.0	0.0	0.5154639175257731
55532	0.0	0.0	0.0	0.0	0.0
55533	0.0	0.0	0.0	0.0	0.0
55534	0.0	0.0	0.0	0.0	0.0
55535	0.0	0.0	0.0	0.0	0.0
55536	0.0	0.10168350168350168	0.06565656565656566	0.05286195286195286	0.16026936026936026
55537	0.0	0.0	0.0	0.0	0.0
55538	0.0	0.0	0.0	0.0	0.0
55539	0.06092767295597484	0.0	0.059355345911949686	0.06761006289308176	0.11871069182389937
55540	0.0	0.0	0.0	0.0	0.0
55541	0.0	0.0	0.0	0.0	0.0
55542	0.0	0.0	0.0	0.0	0.0
55543	0.09269490484960098	0.09269490484960098	0.09269490484960098	0.1347452424800491	0.12860650705954574
55544	0.0	0.0	0.0	0.0	0.0
55545	0.0	0.0	0.0	0.0	0.0
55546	0.0	0.0	0.0	0.0	0.03182374541003672
55547	0.0	0.0	0.0	0.0	0.0
55548	0.0	0.0	0.0	0.0	0.0
55549	0.0	0.0	0.0	0.0	0.0
55550	0.0	0.0	0.0	0.0	0.0
55551	0.0	0.0	0.0	0.0	0.0
55552	0.0	0.0	0.0	0.0	0.0
55553	0.0	0.0	0.0	0.0	0.0
55554	0.0	0.0	0.0	0.0	0.0
55555	0.0	0.0	0.0	0.0	0.0
55556	0.0	0.0	0.0	0.0	0.0
55557	0.0	0.0	0.0	0.0	0.0
55558	0.0	0.0	0.0	0.0	0.0
55559	0.0	0.0	0.0	0.0	0.0
55560	0.0	0.0	0.0	0.0	0.0
55561	0.0	0.0	0.0	0.0	0.0
55562	0.0775089605734767	0.0	0.0	0.0	0.0
55563	0.0	0.0	0.0	0.0	0.0
55564	0.0	0.0	0.0	0.0	0.0
55565	0.0	0.0	0.0	0.0	0.0
55566	0.0	0.0	0.0	0.0	0.0
55567	0.0	0.0	0.0	0.0	0.0
55568	0.1587802313354364	0.0	0.0	0.0	0.0
55569	0.0	0.0	0.0	0.0	0.0
55570	0.0	0.0	0.0	0.0	0.0
55571	0.0	0.0	0.0	0.0	0.0
55572	0.0	0.0	0.0	0.0	0.0
55573	0.0	0.0	0.0	0.0	0.0
55574	0.3675925925925926	0.1398148148148148	0.0	0.0	0.1398148148148148
55575	0.0	0.0	0.0	0.0	0.0
55576	0.0	0.0	0.0	0.0	0.1464968152866242
55577	0.0	0.0	0.0	0.0	0.0
55578	0.0	0.0	0.0	0.0	0.0
55579	0.0	0.0	0.0	0.0	0.0
55580	0.0	0.0	0.0	0.0	0.0
55581	0.0	0.0	0.0	0.0	0.0
55582	0.0	0.0	0.0	0.0	0.0
55583	0.0	0.0	0.0	0.0	0.0
55584	0.1324561403508772	0.0	0.0	0.0	0.0
55585	0.0	0.0	0.0	0.0	0.0
55586	0.11456023651145603	0.0	0.0	0.0	0.0
55587	0.0877742946708464	0.0	0.0	0.0	0.07889237199582028
55588	0.0	0.0	0.0	0.0	0.0
55589	0.0	0.0	0.0	0.0	0.0
55590	0.0	0.0	0.0	0.0	0.0
55591	0.0	0.0	0.0	0.0	0.0
55592	0.0	0.0	0.0	0.0	0.0
55593	0.0	0.0	0.0	0.0	0.0
55594	0.0	0.0	0.0	0.0	0.0
55595	0.0	0.0	0.0	0.0	0.0
55596	0.0	0.0	0.0	0.0	0.0
55597	0.0	0.0	0.0	0.0	0.0
55598	0.0	0.0	0.0	0.0	0.0
55599	0.0	0.0	0.0	0.12681159420289856	0.0
55600	0.0	0.0	0.0	0.0	0.0
55601	0.4007707129094412	0.0	0.0	0.0	0.0
55602	0.15	0.0	0.0	0.0	0.0
55603	0.0	0.0	0.0	0.0	0.0
55604	0.0	0.0	0.0	0.0	0.0
55605	0.0	0.0	0.0	0.2250351617440225	0.21237693389592124
55606	0.0	0.0	0.0	0.0	0.0
55607	0.0	0.0	0.0	0.0	0.0
55608	0.0	0.0	0.0	0.0	0.0
55609	0.0	0.0	0.0	0.0	0.0
55610	0.0	0.0	0.0	0.0	0.0
55611	0.0	0.0	0.0	0.0	0.0
55612	0.0	0.0	0.0	0.0	0.0
55613	0.0	0.0	0.0	0.0	0.08362779740871613
55614	0.0	0.0	0.0	0.0	0.0
55615	0.0	0.0	0.0	0.0	0.0
55616	0.0	0.0	0.0	0.0	0.0
55617	0.0	0.0	0.0	0.0	0.1514476614699332
55618	0.0	0.0	0.0	0.0	0.0
55619	0.0	0.0	0.0	0.0	0.0
55620	0.0	0.0	0.0	0.0	0.0
55621	0.0	0.0	0.0	0.0	0.0
55622	0.1375770020533881	0.0	0.0	0.2375085557837098	0.0
55623	0.0	0.0	0.0	0.0	0.0
55624	0.0	0.0	0.0	0.0	0.0
55625	0.0	0.0	0.0	0.0	0.0
55626	0.0	0.0	0.0	0.0	0.0
55627	0.0	0.0	0.0	0.0	0.0
55628	0.0	0.0	0.0	0.0	0.0
55629	0.0	0.0	0.0	0.0	0.0
55630	0.0	0.0	0.0	0.0	0.0
55631	0.0	0.0	0.0	0.0	0.0
55632	0.17440912795436023	0.0	0.0	0.12306438467807661	0.12306438467807661
55633	0.30927835051546393	0.0	0.0	0.0	0.3333333333333333
55634	0.0	0.0	0.0	0.0	0.0
55635	0.0	0.0	0.0	0.0	0.0
55636	0.0	0.0	0.0	0.0	0.0
55637	0.0	0.0	0.0	0.0	0.0
55638	0.0	0.0	0.0	0.0	0.0
55639	0.0	0.0	0.0	0.0	0.0
55640	0.0	0.0	0.0	0.0	0.0
55641	0.09131736526946108	0.0	0.0	0.17764471057884232	0.27345309381237526
55642	0.0	0.0	0.0	0.0	0.0
55643	0.0	0.0	0.0	0.0	0.0
55644	0.0	0.0	0.0	0.0	0.0
55645	0.0	0.0	0.0	0.0	0.0
55646	0.0	0.0	0.0	0.0	0.0
55647	0.0	0.0	0.0	0.37471264367816093	0.0
55648	0.2922824302134647	0.0	0.0	0.047619047619047616	0.24794745484400657
55649	0.0	0.0	0.0	0.0	0.0
55650	0.5093167701863354	0.0	0.2505175983436853	0.15320910973084886	0.0
55651	0.0	0.0	0.0	0.21988795518207283	0.0
