gene_callers_id	FAGR_M16	FAGR_M17	FAGR_M18	FAGR_M19	FAGR_M20
12032	0.0	0.0	0.0	0.0	0.0
12033	0.0	0.0	0.0	0.0	0.0
12034	0.0	0.0	0.0	0.0	0.0
12035	0.0	0.0	0.0	0.0	0.0
12036	0.0	0.0	0.0	0.0	0.0
12037	0.0	0.0	0.0	0.0	0.0
12038	0.0	0.0	0.0	0.0	0.0
12039	0.0	0.0	0.0	0.0	0.0
12040	0.0	0.0	0.0	0.0	0.0
12041	0.0	0.0	0.0	0.0	0.0
12042	0.0	0.0	0.0	0.0	0.0
12043	0.0	0.0	0.0	0.0	0.0
12044	0.0	0.0	0.0	0.0	0.0
12045	0.0	0.0	0.0	0.0	0.0
12046	0.0	0.0	0.0	0.0	0.0
12047	0.041666666666666664	0.04966887417218543	0.0	0.0	0.0
12048	0.0	0.0	0.0	0.0	0.0
12049	0.0	0.0	0.0	0.0	0.0
12050	0.3789237668161435	0.0	0.0	0.0	0.336322869955157
12051	0.0	0.0	0.0	0.0	0.0
12052	0.0	0.0	0.0	0.0	0.0
12053	0.08197611292073832	0.0	0.0	0.0	0.0
12054	0.0	0.0	0.0	0.0	0.0
12055	0.0	0.0	0.0	0.0	0.0
12056	0.0	0.0	0.0	0.0	0.0
12057	0.22023809523809523	0.10648148148148148	0.0	0.09986772486772487	0.0
12058	0.0	0.0	0.0	0.0	0.0
12059	0.0	0.0	0.0	0.0	0.0
12060	0.0	0.0	0.0	0.0	0.0
12061	0.0	0.0	0.0	0.0	0.0
12062	0.13152173913043477	0.2246376811594203	0.09021739130434783	0.15942028985507245	0.11521739130434783
12063	0.0	0.0	0.0	0.0	0.0
12064	0.0	0.0	0.0	0.0	0.0
12065	0.0	0.0	0.0	0.0	0.0
12066	0.0	0.0	0.0	0.0	0.0
12067	0.0	0.0	0.0	0.0	0.0
12068	0.0	0.0	0.0	0.0	0.0
12069	0.0	0.0	0.0	0.0	0.0
12070	0.0	0.0	0.0	0.0	0.0
12071	0.0	0.0	0.0	0.0	0.0
12072	0.0	0.0	0.0	0.0	0.0
12073	0.0	0.0	0.0	0.0	0.0
12074	0.0	0.0	0.0	0.0	0.0
12075	0.0	0.0	0.0	0.0	0.0
12076	0.0	0.0	0.0	0.0	0.0
12077	0.0	0.0	0.0	0.0	0.0
12078	0.0	0.0	0.0	0.0	0.0
12079	0.0	0.0	0.0	0.0	0.0
12080	0.0	0.0	0.0	0.0	0.0
12081	0.0	0.0	0.0	0.0	0.0
12082	0.0	0.0	0.0	0.0	0.0
12083	0.0	0.0	0.0	0.0	0.0
12084	0.19738562091503267	0.19477124183006536	0.0	0.0	0.19738562091503267
12085	0.0	0.0	0.0	0.0	0.0
12086	0.0	0.0	0.0	0.0	0.0
12087	0.0	0.0	0.0	0.0	0.0
12088	0.0	0.0	0.0	0.0	0.0
12089	0.0	0.0	0.0	0.0	0.0
12090	0.0	0.0	0.0	0.47167325428194995	0.0
12091	0.0	0.0	0.0	0.0	0.0
12092	0.0	0.0	0.0	0.0	0.0
12093	0.0	0.0	0.0	0.0	0.0
12094	0.0	0.0	0.0	0.0	0.0
12095	0.0	0.0	0.0	0.0	0.0
12096	0.0	0.0	0.0	0.0	0.0
12097	0.0	0.0	0.0	0.0	0.0
12098	0.0	0.0	0.0	0.16557017543859648	0.0
12099	0.0	0.0	0.0	0.0	0.0
12100	0.0	0.0	0.0	0.0	0.0
12101	0.0	0.0	0.0	0.0	0.0
12102	0.0	0.0	0.0	0.0	0.0
12103	0.11413454270597127	0.0	0.0	0.17157974300831444	0.0
12104	0.0	0.0	0.0	0.0	0.0
12105	0.0	0.0	0.0	0.0	0.0
12106	0.0	0.0	0.0	0.0	0.0
12107	0.0	0.0	0.0	0.0	0.0
12108	0.21916010498687663	0.19816272965879264	0.0	0.25065616797900264	0.0
12109	0.38058748403575987	0.0	0.0	0.0	0.0
12110	0.0	0.0	0.0	0.0	0.0
12111	0.0	0.0	0.0	0.0	0.0
12112	0.0	0.0	0.0	0.0	0.0
12113	0.15845410628019324	0.32657004830917874	0.0	0.0	0.0
12114	0.0	0.0	0.0	0.0	0.0
12115	0.0	0.0	0.0	0.0	0.0
12116	0.0	0.0	0.0	0.0	0.0
12117	0.0	0.0	0.0	0.0	0.0
12118	0.0	0.0	0.22926829268292684	0.0	0.0
12119	0.0	0.10356652949245541	0.10356652949245541	0.0	0.0
12120	0.0	0.0	0.0	0.0	0.0
12121	0.0	0.14650934119960668	0.0	0.0	0.0
12122	0.0	0.0	0.0	0.0	0.0
12123	0.0	0.0	0.0	0.0	0.0
12124	0.0	0.0	0.0	0.0	0.0
12125	0.0	0.0	0.0	0.0	0.0
12126	0.0	0.0	0.0	0.0	0.0
12127	0.0	0.0	0.0	0.0	0.0
12128	0.0	0.0	0.0	0.0	0.0
12129	0.0	0.0	0.0	0.0	0.0
12130	0.0	0.0	0.0	0.0	0.0
12131	0.0	0.0	0.0	0.0	0.0
12132	0.0	0.0	0.0	0.0	0.0
12133	0.12742616033755275	0.14767932489451477	0.0	0.1350210970464135	0.150210970464135
12134	0.0	0.0	0.0	0.0	0.0
12135	0.4314176245210728	0.35555555555555557	0.13869731800766283	0.23448275862068965	0.2260536398467433
12136	0.0	0.0	0.0	0.4519774011299435	0.0
12137	0.0	0.0	0.0	0.0	0.0
12138	0.0	0.0	0.0	0.0	0.0
12139	0.0	0.0	0.0	0.0	0.0
12140	0.0	0.0	0.0	0.3320610687022901	0.138676844783715
12141	0.0	0.0	0.0	0.11651234567901235	0.0
12142	0.3686635944700461	0.22427035330261136	0.22529441884280593	0.17613927291346645	0.1966205837173579
