gene_cluster_id;focal;reference;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;KEGG_BRITE_ACC;KEGG_BRITE;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;Pfam_ACC;Pfam
GC_00024525;tree;shrub;accessory;2;5.2734044425561;5.38597632346368;1.38362403389171;3.89265883761399;9.91515404460112e-5;0.00822095840978816;Q;Secondary metabolites biosynthesis, transport and catabolism;;;COG0346|COG2514;Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)|Catechol-2,3-dioxygenase (CatE);ko00001|ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00362 Benzoate degradation [PATH:ko00362]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00622 Xylene degradation [PATH:ko00622]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00643 Styrene degradation [PATH:ko00643]|Enzymes>>>1. Oxidoreductases>>>1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)>>>1.13.11  With incorporation of two atoms of oxygen>>>1.13.11.2  catechol 2,3-dioxygenase;M00569;"Pathway modules; Xenobiotics biodegradation; Aromatics degradation";M00569;Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA;K00446;catechol 2,3-dioxygenase [EC:1.13.11.2];PF00903.29;Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
GC_00006834;tree;shrub;accessory;8;5.14280576900144;4.75830694288182;1.09143159431866;4.35969323927465;1.30244895789836e-5;0.00201474382131789;X;Mobilome: prophages, transposons;;;COG3666;Transposase, IS1182 family;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;;;;;K07487_or_K07481;transposase;PF13751.10;Transposase DDE domain
GC_00050528;tree;shrub;accessory;1;7.23036029076514;4.66447158087433;1.10256682585406;4.23055679846087;2.33113571331211e-5;0.00318476394495625;K;Transcription;;;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family;M00664;"Signature modules; Gene set; Symbiosis";M00664;Nodulation;K14657;LysR family transcriptional regulator, nod-box dependent transcriptional activator;PF03466.24;LysR substrate binding domain
GC_00021485;tree;shrub;accessory;2;6.97434358012948;4.6135694890257;1.09058932377256;4.23034536324496;2.33332798725426e-5;0.00318476394495625;X;Mobilome: prophages, transposons;;;COG3344;Retron-type reverse transcriptase (YkfC);ko00001|ko01000;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.49  RNA-directed DNA polymerase;;;;;K00986;RNA-directed DNA polymerase [EC:2.7.7.49];PF00078.31;Reverse transcriptase (RNA-dependent DNA polymerase)
GC_00027257;tree;shrub;accessory;2;4.63848254196634;4.01538023922693;1.12719085333469;3.56228958685017;3.67634535016396e-4;0.0192578183721571;I|G;Lipid transport and metabolism|Carbohydrate transport and metabolism;COG1028|COG3347;Fatty acid biosynthesis;COG1028|COG3347;NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)|Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase (RhaD) (PDB:3M4R);;;;;;;;;PF13561.10;Enoyl-(Acyl carrier protein) reductase
GC_00020009;tree;shrub;accessory;2;4.3374142025011;3.9059423623264;0.961340015920407;4.06301859658549;4.84421686059382e-5;0.00488704254588313;L;Replication, recombination and repair;;;COG4974;Site-specific recombinase XerD (XerD) (PDB:1A0P);ko03036;Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins;;;;;K04763;integrase/recombinase XerD;PF00589.26;Phage integrase family
GC_00045116;tree;shrub;accessory;1;2.63218934423164;3.77019344179927;0.978380587905278;3.85350393129865;1.16439392931917e-4;0.00900594015776746;;;;;;;;;;;;;;;PF10604.13;Polyketide cyclase / dehydrase and lipid transport
GC_00008472;tree;shrub;accessory;14;2.47359045410671;3.67871998265212;1.02184175556836;3.60008774607763;3.18109813285437e-4;0.0172997063303119;M;Cell wall/membrane/envelope biogenesis;;;COG1732;Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein) (OsmF) (PDB:4WEP);ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Osmoprotectant transporter;;;;;K05845;osmoprotectant transport system substrate-binding protein;PF04069.16;Substrate binding domain of ABC-type glycine betaine transport system
GC_00012383;tree;shrub;accessory;7;1.60530580853259;3.67639039934514;1.05351619989539;3.48963822265875;4.83674852536078e-4;0.0231501463929406;P|R;Inorganic ion transport and metabolism|General function prediction only;;;COG4638;Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit (HcaE) (PDB:4QDC);ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00627 Aminobenzoate degradation [PATH:ko00627];;;;;K03863;vanillate monooxygenase ferredoxin subunit;PF19112.4;Vanillate O-demethylase oxygenase C-terminal domain
GC_00003662;tree;shrub;accessory;23;5.37987704777323;3.66847799666047;0.883207353005596;4.15358633980624;3.27304633992642e-5;0.00368387772716767;X;Mobilome: prophages, transposons;;;COG2801;Transposase InsO and inactivated derivatives (Tra5);ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;;;;;K07497;putative transposase;PF01527.24;Transposase
GC_00016765;tree;shrub;accessory;2;2.37401306851216;3.65918347284802;1.06134038321363;3.44770022013898;5.65381181956458e-4;0.0244448348298069;U;Intracellular trafficking, secretion, and vesicular transport;;;COG4618;ABC-type protease/lipase transport system, ATPase and permease components (ArpD) (PDB:5L22);ko00001|ko02000|ko02044;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, eukaryotic type>>>ABCC (CFTR/MRP) subfamily>>>ABCC-BAC subgroup|Secretion system>>>Type I secretion system>>>Multiple protein transporter;;;;;K12536;ATP-binding cassette, subfamily C, type I secretion system permease/ATPase;PF00005.31;ABC transporter
GC_00007693;tree;shrub;accessory;14;2.23475384908963;3.53810800841231;1.04211588663764;3.39511953879517;6.85986423324417e-4;0.0276020317500651;E|H;Amino acid transport and metabolism|Coenzyme transport and metabolism;COG0028;Isoleucine, leucine, valine biosynthesis;COG0028;Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD);ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00430 Taurine and hypotaurine metabolism [PATH:ko00430]|Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.3  Acyl groups converted into alkyl groups on transfer>>>2.3.3.15  sulfoacetaldehyde acetyltransferase;;;;;K03852;sulfoacetaldehyde acetyltransferase [EC:2.3.3.15];PF00205.26;Thiamine pyrophosphate enzyme, central domain
GC_00005656;tree;shrub;accessory;21;1.45081414507961;3.52168099905459;1.04687418509129;3.36399640874465;7.68225428666757e-4;0.0291138302214102;R;General function prediction only;;;COG1801;Sugar isomerase-related protein YecE, UPF0759/DUF72 family (YecE) (PDB:1VPQ);;;;;;;;;PF01904.22;Protein of unknown function DUF72
GC_00007492;tree;shrub;accessory;15;2.15123745722832;3.49586836504534;1.00826419570165;3.46721462484598;5.25881812542556e-4;0.0242633161065112;;;;;;;;;;;;;;;PF11351.12;Holin of 3TMs, for gene-transfer release
GC_00019108;tree;shrub;accessory;4;1.42339154235236;3.48812992245611;1.08906794745737;3.2028579397638;0.00136071085675542;0.0416987356152293;;;;;;;;;;;;;;;PF18144.5;Second Messenger Oligonucleotide or Dinucleotide Synthetase domain
GC_00007387;tree;shrub;accessory;16;2.08187012916153;3.42441097027855;1.02530399517916;3.33989820226944;8.38091044451622e-4;0.0303543517760813;E;Amino acid transport and metabolism;;;COG0747;ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT);ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Dipeptide transporter;;;;;K02035;peptide/nickel transport system substrate-binding protein;PF00496.26;Bacterial extracellular solute-binding proteins, family 5 Middle
GC_00005045;tree;shrub;accessory;23;2.04416170442839;3.38508106409176;1.06833487845987;3.16855803582089;0.00153197159710415;0.044301735542769;I;Lipid transport and metabolism;;;COG2030;Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8);ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.56  itaconyl-CoA hydratase;;;;;K18290;itaconyl-CoA hydratase [EC:4.2.1.56];PF01575.23;MaoC like domain
GC_00017747;tree;shrub;accessory;4;1.92993212525717;3.32104678936646;1.01763908167886;3.26348196443825;0.00110052188626165;0.0368015449778164;I;Lipid transport and metabolism;;;COG2246;Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose) (GtrA) (PDB:5MLZ) (PUBMED:24710389);;;;;;;;;PF04138.18;GtrA-like protein
GC_00012480;tree;shrub;accessory;6;2.81542976413355;3.30790565928913;0.990765540965025;3.33873709017692;8.41601765950824e-4;0.0303543517760813;E;Amino acid transport and metabolism;;;COG0747;ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT);ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Dipeptide transporter;;;;;K02035;peptide/nickel transport system substrate-binding protein;PF00496.26;Bacterial extracellular solute-binding proteins, family 5 Middle
GC_00013289;tree;shrub;accessory;5;2.82335720376865;3.29698407091038;0.993437750258381;3.31876262005634;9.04172562681254e-4;0.0321119653511439;S;Function unknown;;;COG2259;Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX);ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99999 Others;;;;;K15977;putative oxidoreductase;PF07681.16_or_PF12680.11;DoxX_or_SnoaL-like domain
GC_00008633;tree;shrub;accessory;12;1.82306529677622;3.26738075987182;1.0312202321992;3.16846068167587;0.00153248476006702;0.044301735542769;;;;;;;;;;;;;;;PF04173.17;TQO small subunit DoxD
GC_00010286;tree;shrub;accessory;10;1.83646240670742;3.25249428566602;1.04494054533484;3.11261181335804;0.00185439753544912;0.0489614090911942;T;Signal transduction mechanisms;;;COG2114;Adenylate cyclase, class 3 (AcyC) (PDB:1AB8);ko00001|ko00001|ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04113 Meiosis - yeast [PATH:ko04113]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]|Enzymes>>>4. Lyases>>>4.6  Phosphorus-oxygen lyases>>>4.6.1  Phosphorus-oxygen lyases (only sub-subclass identified to date)>>>4.6.1.1  adenylate cyclase;;;;;K01768;adenylate cyclase [EC:4.6.1.1];PF00211.24;Adenylate and Guanylate cyclase catalytic domain
GC_00043520;tree;shrub;accessory;1;2.77497987230913;3.24427240752051;0.980275858235529;3.30955044976841;9.34459240090951e-4;0.032852377627642;;;;;;;;;;;;;;;PF10604.13;Polyketide cyclase / dehydrase and lipid transport
GC_00014553;tree;shrub;accessory;4;10.8428413563317;3.07493761599877;0.905577345695936;3.39555492483712;6.84896307052618e-4;0.0276020317500651;X;Mobilome: prophages, transposons;;;COG4644;Transposase and inactivated derivatives, TnpA family;;;;;;;;;PF01526.21;Tn3 transposase DDE domain
GC_00006650;tree;shrub;accessory;12;2.46021730589396;3.06880528564337;0.990374820398489;3.09863015742727;0.00194417550945688;0.0499878392491787;;;;;;;;;;;;;;;PF11300.12;Protein of unknown function (DUF3102)
GC_00019083;tree;shrub;accessory;4;2.41559602741424;3.05903903901451;0.98007103936523;3.12124215097283;0.00180089881735966;0.0482156025678484;M;Cell wall/membrane/envelope biogenesis;;;COG0463;Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ);ko00001|ko01000|ko01003;KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543]|Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.->>>2.4.-.-|Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS);;;;;K16698;teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-];PF00535.30;Glycosyl transferase family 2
GC_00012264;tree;shrub;accessory;7;2.39308050941017;3.05440377490317;0.985426883161683;3.0995742323401;0.00193799007479882;0.0499878392491787;L;Replication, recombination and repair;;;COG1555;DNA uptake protein ComE or related DNA-binding protein (ComEA) (PDB:2DUY);;;;;;;;;PF12836.11;Helix-hairpin-helix motif
GC_00030822;tree;shrub;accessory;2;3.4870788281205;3.01247430892363;0.961886822900517;3.13183862924713;0.00173715327336791;0.0475855536751398;G;Carbohydrate transport and metabolism;;;COG1129;ABC-type sugar transport system, ATPase component (MglA);ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Rhamnose transporter;;;;;K10562_or_K10441;rhamnose transport system ATP-binding protein [EC:7.5.2.-]_or_ribose transport system ATP-binding protein [EC:7.5.2.7];PF00005.31;ABC transporter
GC_00005808;tree;shrub;accessory;21;26.6099938821269;3.00793288050874;0.589280625818174;5.10441502523937;3.31819331791846e-7;3.29970624086148e-4;G;Carbohydrate transport and metabolism;COG0364;Pentose phosphate pathway;COG0364;Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999);ko00001|ko00001|ko01000|ko01000|ko04147|ko04147|ko04147;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]|KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.49  glucose-6-phosphate dehydrogenase (NADP+)|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.363  glucose-6-phosphate dehydrogenase [NAD(P)+]|Exosome>>>Exosomal proteins>>>Exosomal proteins of breast cancer cells|Exosome>>>Exosomal proteins>>>Exosomal proteins of colorectal cancer cells|Exosome>>>Exosomal proteins>>>Exosomal proteins of bladder cancer cells;M00004|M00006|M00008;"Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism|Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism";M00004|M00006|M00008;Pentose phosphate pathway (Pentose phosphate cycle)|Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P|Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate;K00036;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];PF02781.20;Glucose-6-phosphate dehydrogenase, C-terminal domain
GC_00060609;tree;shrub;accessory;1;10.0490305290492;2.96802064194394;0.81653711995205;3.63488758737414;2.78101870847847e-4;0.0159989018427426;X;Mobilome: prophages, transposons;;;COG3547;Transposase;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;;;;;K07486;transposase;PF01548.21;Transposase
GC_00010885;tree;shrub;accessory;9;14.2998238246547;2.93227036153542;0.673486283476698;4.35386797545206;1.33756279231807e-5;0.00202408143420132;C;Energy production and conversion;;;COG0437;Fe-S-cluster-containing dehydrogenase component (DMSO reductase) (HybA) (PDB:2VPW);ko00001|ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680];;;;;K00124;formate dehydrogenase iron-sulfur subunit;PF13247.10;4Fe-4S dicluster domain
GC_00006003;tree;shrub;accessory;20;10.6018220247553;2.88525040273631;0.704835519685915;4.09350880049578;4.24893941969591e-5;0.00448134353037927;E;Amino acid transport and metabolism;;;COG2987;Urocanate hydratase (HutU) (PDB:1UWK);ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00340 Histidine metabolism [PATH:ko00340]|Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.49  urocanate hydratase;M00045;"Pathway modules; Amino acid metabolism; Histidine metabolism";M00045;Histidine degradation, histidine => N-formiminoglutamate => glutamate;K01712;urocanate hydratase [EC:4.2.1.49];PF17392.6;Urocanase C-terminal domain
GC_00066612;tree;shrub;accessory;1;4.18528136864954;2.84631728062027;0.918659051503765;3.09833912370547;0.00194608596990769;0.0499878392491787;;;;;;;;;;;;;;;PF03864.19;Phage major capsid protein E
GC_00009605;tree;shrub;accessory;10;10.0436064062563;2.79685353788111;0.726926783363756;3.84750376776468;1.1932744267171e-4;0.00912789371909643;K;Transcription;;;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);;;;;;;;;PF03466.24_or_PF00126.31;LysR substrate binding domain_or_Bacterial regulatory helix-turn-helix protein, lysR family
GC_00008803;tree;shrub;accessory;7;7.80435342940437;2.76134785875798;0.573117031287219;4.81812214262069;1.44915652478096e-6;5.04378928450013e-4;X;Mobilome: prophages, transposons;;;COG2801|COG2963;Transposase InsO and inactivated derivatives (Tra5)|Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957);ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;;;;;K07497;putative transposase;PF00665.30;Integrase core domain
GC_00009321;tree;shrub;accessory;11;4.63630899104766;2.67566280418364;0.725970043708695;3.68563803337494;2.2813039573391e-4;0.0138261514384295;G;Carbohydrate transport and metabolism;;;COG2814;Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS);ko02000;Transporters>>>Major facilitator superfamily (MFS)>>>Drug transporters>>>Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3];;;;;K03446;MFS transporter, DHA2 family, multidrug resistance protein;PF07690.20;Major Facilitator Superfamily
GC_00011233;tree;shrub;accessory;8;4.27471414694681;2.56043169095667;0.694252535488183;3.68804082099064;2.25987401459808e-4;0.0138261514384295;M|R;Cell wall/membrane/envelope biogenesis|General function prediction only;COG4948;Non-phosphorylated Entner-Doudoroff pathway;COG4948;L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH);ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00053 Ascorbate and aldarate metabolism [PATH:ko00053]|Enzymes>>>5. Isomerases>>>5.5  Intramolecular lyases>>>5.5.1  Intramolecular lyases (only sub-subclass identified to date)>>>5.5.1.27  D-galactarolactone cycloisomerase;;;;;K18983;D-galactarolactone cycloisomerase [EC:5.5.1.27];PF13378.10;Enolase C-terminal domain-like
GC_00014875;tree;shrub;accessory;5;68.1330285340906;2.49550394664226;0.502856727620495;4.9626539918257;6.95363949301491e-7;4.03793196264835e-4;C|P;Energy production and conversion|Inorganic ion transport and metabolism;;;COG2041|COG4117;"Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)|Thiosulfate reductase cytochrome b subunit (YdhU)";ko00001|ko01000;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.->>>1.8.-.-;;;;;K07147;methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-];PF00174.23;Oxidoreductase molybdopterin binding domain
GC_00010387;tree;shrub;accessory;9;3.77308972448448;2.38259832807386;0.718895670175056;3.31424770925896;9.18900623822334e-4;0.032469376865113;T;Signal transduction mechanisms;;;COG2200;EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS);;;;;;;;;PF00563.24;EAL domain
GC_00002945;tree;shrub;accessory;30;5.1718733167234;2.34582129711222;0.736615220325528;3.18459520300916;0.00144956621026177;0.0433065681958464;X;Mobilome: prophages, transposons;;;COG2826;Transposase and inactivated derivatives, IS30 family (Tra8);ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;;;;;K07497;putative transposase;PF01527.24;Transposase
GC_00010542;tree;shrub;accessory;4;4.35086369416859;2.34535190925197;0.673926093021723;3.48013221855823;5.01166386591305e-4;0.0235717514666356;M;Cell wall/membrane/envelope biogenesis;;;COG2148;Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L);ko00001|ko00001;KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00543 Exopolysaccharide biosynthesis [PATH:ko00543]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025];;;;;K16566;exopolysaccharide production protein ExoY;PF02397.20;Bacterial sugar transferase
GC_00011232;tree;shrub;accessory;6;4.11650406291603;2.24852941418881;0.649693222607074;3.46090945071885;5.38353858697857e-4;0.0243323250302288;;;;;;;;;;;;;;;PF08447.16;PAS fold
GC_00000894;tree;shrub;core;104;55.5887820999032;2.16083799865777;0.429938173371887;5.02592729022156;5.01005698893112e-7;3.87500074443884e-4;F;Nucleotide transport and metabolism;COG0152;Purine biosynthesis;COG0152;Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48);ko00001|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.2  Acid-D-amino-acid ligases (peptide synthases)>>>6.3.2.6  phosphoribosylaminoimidazolesuccinocarboxamide synthase;M00048;"Pathway modules; Nucleotide metabolism; Purine metabolism";M00048;De novo purine biosynthesis, PRPP + glutamine => IMP;K01923;phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6];PF01259.22;SAICAR synthetase
GC_00005824;tree;shrub;accessory;21;3.95207319111986;2.15869406779231;0.690757884480775;3.12510955906779;0.00177738848002414;0.047955043447473;;;;;;;;;;;;;;;PF07238.18;PilZ domain
GC_00001631;tree;shrub;core;103;67.6177651502777;2.15164473370386;0.382022880762698;5.63224048101036;1.77883403738133e-8;3.09561593355286e-5;C;Energy production and conversion;COG0056;FoF1-type ATP synthase;COG0056;FoF1-type ATP synthase, alpha subunit (AtpA) (PDB:3OAA);ko00001|ko00001|ko01000|ko01000|ko00194;KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]|KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]|Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.1.2.2  H+-transporting two-sector ATPase|Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.2.2.1  Na+-transporting two-sector ATPase|Photosynthesis proteins>>>Photosystem and electron transport system>>>F-type ATPase [OT];M00157;"Pathway modules; Energy metabolism; ATP synthesis";M00157;F-type ATPase, prokaryotes and chloroplasts;K02111_or_K02132;F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]_or_F-type H+-transporting ATPase subunit alpha;PF00006.29;ATP synthase alpha/beta family, nucleotide-binding domain
GC_00028927;tree;shrub;accessory;1;18.7140006333305;2.14177242375741;0.684266327639892;3.1300275013453;0.00174789938522188;0.0475855536751398;E;Amino acid transport and metabolism;COG1171;Isoleucine, leucine, valine biosynthesis;COG1171;Threonine deaminase (IlvA) (PDB:3IAU);;;;;;;;;PF03050.18;Transposase IS66 family
GC_00005205;tree;shrub;accessory;23;4.40420900300744;2.08303353944419;0.66930894116765;3.11221531840021;0.00185689010200765;0.0489614090911942;I|R;Lipid transport and metabolism|General function prediction only;COG2303;Non-phosphorylated Entner-Doudoroff pathway;COG2303;Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V);ko00001|ko01000|ko01000;KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.3  With oxygen as acceptor>>>1.1.3.43  paromamine 6'-oxidase|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.3  With oxygen as acceptor>>>1.1.3.44  6'''-hydroxyneomycin C oxidase;;;;;K06151;gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3];PF05199.17;GMC oxidoreductase
