gene_callers_id	ABBA_M11	ABBA_M12	ABBA_M13	ABBA_M14	ABBA_M15
24195	0.4232209737827715	0.45318352059925093	0.0	0.797752808988764	0.0
24196	0.0	0.29325317301269205	0.0	0.30861723446893785	0.1957247828991316
24197	0.0	0.544251447477254	0.0	0.12489660876757651	0.12489660876757651
24198	0.0	0.0	0.0	0.0	0.0
24199	0.0	0.31016731016731014	0.0	0.0	0.0
24200	0.09536784741144415	0.43642143505903724	0.3133514986376022	0.06857402361489555	0.0
24201	0.0	0.3275862068965517	0.0	0.15057471264367817	0.0
24202	0.0	0.22523633374434854	0.0998766954377312	0.14796547472256474	0.0
24203	0.0	0.2993827160493827	0.0	0.20601851851851852	0.0
24204	0.0	0.02812939521800281	0.0	0.0	0.0
24205	0.0	0.5719954648526077	0.0	0.0	0.0
24206	0.0	0.5984848484848485	0.0	0.0	0.0
24207	0.0	0.2796833773087071	0.13720316622691292	0.0	0.0
24208	0.2291079812206573	0.39812206572769954	0.0	0.19342723004694837	0.0
24209	0.0	0.18072289156626506	0.0	0.0	0.0
24210	0.0	0.7117117117117117	0.0	0.240990990990991	0.0
24211	0.0	0.16467780429594273	0.0	0.17899761336515513	0.0
24212	0.0	0.1424731182795699	0.0	0.0	0.0
24213	0.0	0.8065359477124183	0.0	0.0	0.0
24214	0.0	0.0	0.0	0.6346666666666667	0.0
24215	0.0	0.7002314814814815	0.0	0.0	0.0
24216	0.0	0.0	0.0	0.0	0.0
24217	0.0	0.0	0.0	0.8606060606060606	0.0
24218	0.0	0.24605678233438485	0.0	0.21871713985278654	0.0
24219	0.18354818907305095	0.5193370165745856	0.16451810926949048	0.2572130141190915	0.09269490484960098
24220	0.0	0.24642857142857144	0.17976190476190476	0.0	0.3130952380952381
24221	0.0	0.4694835680751174	0.0	0.2007042253521127	0.0
24222	0.0	0.4132420091324201	0.0	0.0	0.0
24223	0.076442721791559	0.338931955211025	0.11692506459948321	0.090869939707149	0.16515934539190352
24224	0.0	0.45676429567642957	0.0	0.29218967921896793	0.10529986052998605
24225	0.0	0.211484593837535	0.0	0.12955182072829133	0.0
24226	0.0	0.7030603804797353	0.14061207609594706	0.0	0.0
24227	0.0	0.02416918429003021	0.0	0.5176233635448136	0.2940584088620342
24228	0.0	0.5620689655172414	0.0	0.6988505747126437	0.0
24229	0.0	0.0	0.0	0.3344407530454042	0.0
24230	0.49299719887955185	0.9327731092436975	0.8627450980392157	0.42296918767507	0.42296918767507
24231	0.0	0.8444444444444444	0.0	0.6	0.0
24232	0.0	0.24825174825174826	0.175990675990676	0.5209790209790209	0.0
24233	0.0	0.0	0.0	0.33114035087719296	0.0
24234	0.0	0.0	0.0	0.0	0.0
24235	0.0	0.5893719806763285	0.0	0.534621578099839	0.0
24236	0.0	0.13800424628450106	0.0	0.0	0.0
24237	0.17263843648208468	0.247557003257329	0.0	0.0	0.0
24238	0.0	0.0	0.0	0.0	0.0
24239	0.0	1.0	0.0	0.0	0.0
24240	0.0	0.6030927835051546	0.0	0.3393470790378007	0.0
24241	0.0	0.49056603773584906	0.0	0.23742138364779874	0.0
24242	0.0	0.5836177474402731	0.0	0.24004550625711035	0.0
24243	0.2595520421607378	0.5046113306982872	0.22793148880105402	0.3662714097496706	0.0
24244	0.20295698924731181	0.0	0.3602150537634409	0.28763440860215056	0.0
24245	0.0	0.45894909688013136	0.3981937602627258	0.4909688013136289	0.3341543513957307
24246	0.4391891891891892	0.8367117117117117	0.8108108108108109	0.6599099099099099	0.5551801801801802
24247	0.0	0.4002026342451874	0.0	0.3910840932117528	0.0
24248	0.0	0.5490196078431373	0.0	0.5938375350140056	0.0
24249	0.0	0.3546099290780142	0.0	0.07649442755825735	0.0
24250	0.4286898839137645	0.6492537313432836	0.3540630182421227	0.6625207296849088	0.36318407960199006
24251	0.0	0.6607294317217981	0.2561492790500424	0.49363867684478374	0.13146734520780323
24252	0.0	0.5091145833333334	0.4283854166666667	0.2708333333333333	0.2630208333333333
24253	0.0	0.4035608308605341	0.0	0.0	0.0
24254	0.0	0.0	0.0	0.0	0.0
24255	0.0	0.30676328502415456	0.3285024154589372	0.5579710144927537	0.1286231884057971
24256	0.0	0.7117117117117117	0.0	0.0	0.0
24257	0.0	0.8359788359788359	0.5587301587301587	0.4740740740740741	0.0
24258	0.0	0.014285714285714285	0.0	0.20714285714285716	0.0
24259	0.0	0.5971014492753624	0.0	0.0	0.0
24260	0.0	0.7455197132616488	0.0	0.33691756272401435	0.0
24261	0.0	0.33184302036761054	0.09041231992051664	0.10283159463487332	0.0
24262	0.0	0.1751412429378531	0.751412429378531	0.0	0.0
24263	0.0	0.9010416666666666	0.8645833333333334	0.0	0.0
24264	0.4171779141104294	0.032719836400818	0.0	0.0	0.0
