bins	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
M_adhaesivum	0.6821388151461603	0.29675710620278367	0.3739987010638193	0.09865138100688504	0.36991290970683294
M_aerolatum	0.6495599823275372	0.15345376713557465	0.21782868576946457	0.08350648724948208	0.5201149325135388
M_ajmalii	0.08401830652715812	0.11037012633038545	0.13017017819623283	0.08683943815526941	0.11519153316503396
M_aminovorans	0.08864325314835804	0.09397023413687651	0.11836525677870481	0.0474551248801696	0.16753987700036968
M_aquaticum	0.05715339584740781	0.07305447902924321	0.0756781570729482	0.058318278921707156	0.06385968316379463
M_brachiatum	1.5402762676437245	2.6120518766472904	2.852292826477224	0.38123095594548345	1.0667869480881769
M_brachythecii	0.12469038115609522	0.15852983969517864	0.20711434682856758	0.08461251194752517	0.8348473952084184
M_bullatum	0.31242584573950344	0.3781031276249918	0.30147029197016095	0.0849475211282758	0.390987996034607
M_cerastii	6.176760536719851	5.787016403567245	10.508328718639257	0.8363447614438227	7.7637338491893235
M_crusticola	0.10761881913329482	0.1624271390526636	0.18445650993884305	0.12914585324206923	0.1659842409929863
M_currus	0.06435627009729333	0.07134568990727727	0.09092159142481054	0.061208745877250684	0.08223910880830354
M_dankookense	0.19467351957039303	0.25996032398012064	0.3924371311922134	0.09794697846900977	0.35441142922090174
M_durans	0.11858684884084925	0.15656795624873404	0.20779067155247022	0.09968689119266393	0.2145865542195297
M_extorquens	0.09174961964293384	0.10017993579530265	0.11987554889888732	0.03983816719250681	0.1598010794188167
M_frigidaeris	0.050150219048082915	0.06253521560022252	0.07984309030830794	0.05094604675247438	0.07095273739608354
M_fujisawaense	0.1930106668810683	0.18432755088938677	0.29705775763895803	0.07312780577132386	0.2301053488006509
M_gnaphalii	0.12381772147435272	0.14852354629301387	0.191411635784648	0.07595022524238507	0.5366790480190361
M_goesingense	0.786681456591371	0.7860052618337832	0.4800159797175317	0.13123689837507044	0.45291382388041684
M_gossipiicola	0.5297798395678787	0.1914797923819606	0.21984615401616256	0.1017449949222648	0.2049665665117009
M_gregans	0.14411769979456918	0.16206508715360204	0.23405395722840214	0.07256646472903795	0.22285352996851082
M_haplocladii	0.44521298880340454	0.7740269785024588	0.8721645417424486	0.13028254387029278	8.874431242928726
M_hispanicum	0.1554559077084792	0.19221868078147225	0.2764326471986231	0.08594205508788576	0.2783339208985279
M_indicum	0.061510103087692516	0.08462003675519178	0.0980870744453285	0.06622930383716795	0.08593611383568173
M_iners	0.16496509444572033	0.16596925923647807	0.2178966623804347	0.10170889994274913	0.2537508775978078
M_isbiliense	0.10530433289579169	0.1475640845972482	0.17683815898582908	0.12498825580106052	0.1607954756540425
M_jeotgali	0.17001009981414908	0.23102719415323014	0.28897824144834566	0.11983438457509024	0.354678160362804
M_komagatae	0.1684252937713869	0.09745946064810987	0.12129193076665432	0.05298343859774106	0.16300756766069488
M_longum	0.298001581296255	0.25242377643625025	0.43437742320559863	0.11247951454144083	1.1859575777853755
M_marchantiae	0.33982775124594394	0.5976419764938812	0.30322017747589974	0.07730541072427391	0.6643179907649425
M_mesophilicum	1.7251162500358164	1.9562743978398234	2.413721870424872	0.315532376044306	0.9952198653846416
M_nodulans	0.06922813406279564	0.0860726446885187	0.10342128348588792	0.07102403410694079	0.0944880553527302
M_nonmethylotrophicum	0.05878344177750718	0.08487491080745493	0.10691089632825512	0.06701482192392343	0.088864760861826
M_organophilum	0.1838684172981199	0.21322068894454838	0.22806723788085348	0.10242600900415333	0.4033450508861482
M_oryzihabitans	0.14498644813499917	0.19945684048494425	0.23445332727482748	0.15373724506890168	0.22181933229224038
M_oxalidis	0.1821262544589356	0.2085974015638177	0.2757761676254547	0.12000423819621601	0.3056631218917697
M_persicinum	0.30611851561541126	0.2270048454981712	0.28946554210184555	0.08322503064123604	0.27983923334024474
M_phyllostachyos	0.21636426388094124	0.20703815066418443	0.3285381358679551	0.10967879547388333	0.27857658943921626
M_planeticum	0.1848286237994986	0.22770050053866198	0.316711966465101	0.09613014345598034	0.33812586479499357
M_platani	0.08779607881102922	0.11228977105279268	0.13674060954827025	0.08667647130009154	0.12691969834379524
M_podarium	0.12100481131062697	0.1466090363435926	0.16935243619178755	0.07041992038442185	0.27728439145627753
M_pseudosasicola	1.7712456340335094	2.6140018877249234	2.79729352077352	0.40040205823664987	1.475638604544418
