bins	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
M_radiodurans	0.17483706232924376	0.2209816605426833	0.31220310865489886	0.10698675649110646	0.2913541268968779
M_radiotolerans	0.21988705789587354	0.21472943611567288	0.3412199544578938	0.10349030527125963	0.28527795614216905
M_rhodesianum	0.10182575090443906	0.0919298223687077	0.12831239249452286	0.05748015927778886	0.17607038524304028
M_rhodinum	0.1452018422309507	0.1915548753305091	0.23210330492444212	0.08638296990744081	0.3560981817791683
M_salsuginis	0.16981471599183512	0.16572494732589085	0.20727912328343076	0.08301875380486734	0.28762007696421316
M_segetis	0.11593645917988345	0.1396989006683097	0.1897273931050094	0.0632646709186241	0.23648077754444982
M_soli	0.15086072881984372	0.1833485882152089	0.23865198487698447	0.06964153158512637	0.2448099432247642
M_sp_001	0.9483852639403179	0.44485866559776466	0.6895959122280965	0.24153229180246846	0.506087682396001
M_sp_002	1.3393945841085149	0.5960393268516085	0.6302718151740819	0.20491073382501385	0.5996463621602408
M_sp_003	1.0686248641232845	3.041225403819247	0.7902693217143241	0.16159157682319786	0.8061607727778373
M_sp_004	1.521568409627175	1.1955082951286775	0.9506072927691069	0.19641533219137447	4.76511980613775
M_sp_005	0.8954158825652411	0.4008366745497837	0.4539234190975404	0.15046937389907933	0.5649016576284908
M_sp_006	0.9538141699682671	0.664112033785856	0.8373807277290622	0.12219109694500253	1.1039816362168353
M_sp_007	1.0290696054228432	0.40326621433760457	0.4299717817290684	0.14668480521096694	0.5071024313662089
M_sp_008	1.2218105019373517	0.9583913886239468	0.9795418283790377	0.15350611333698014	2.03523914517572
M_sp_009	0.562614003185746	0.2813962776579599	0.3957623001273359	0.10866757822227861	0.3740725391522533
M_sp_010	1.2352935243016583	0.6210017474129925	0.6052046057757061	0.21846403718424423	3.8463620871535067
M_sp_011	1.619705636443011	1.128411215194691	0.7508819454549994	0.20373671915429675	3.662406477617055
M_sp_012	0.3320829243914041	0.3589237651960814	0.27463195226368176	0.06427041749207707	0.39162808061223875
M_sp_013	0.30004328014170334	0.523814260238626	0.2627329683853463	0.08217010360438477	0.5553616035474711
M_sp_014	0.6822519178252245	0.7852863942155075	0.6267541402047417	0.1266234437010663	0.905519632231716
M_sp_015	0.37523536075586805	0.3913181613913763	0.43149292827440877	0.07863940888712945	0.4904329289528124
M_sp_016	0.18802216490569168	0.19888779534981937	0.17095843043206105	0.046559122755416786	0.24930051207795048
M_sp_017	0.4356762083667847	0.35520219138837145	0.4407469801768925	0.13797103608529865	0.4071285192376991
M_sp_018	61.221083995923884	65.474520769659	81.74404450437065	17.464157735408012	36.973306976510926
M_sp_019	0.21655769433789632	0.19057152799771654	0.3109335960868494	0.11221905510394795	0.27155779208846037
M_sp_020	0.439589582977136	0.36127763543169916	0.5574207508300643	0.15570206640275186	0.5046403792051708
M_sp_021	7.142861669666192	3.892647525877658	6.876268604799384	1.0343387684877712	15.59800425334863
M_sp_022	4.160354892297678	4.918798510297003	7.262156299275887	4.749048492522175	2.0602493599009404
M_sp_023	1.1169772119224506	1.4667116339486144	2.1306054804130317	1.2355850108606057	1.02554099771023
M_sp_024	10.797965322532374	15.741934036991958	24.83310951934396	3.73031273568906	9.807391368542868
M_sp_025	0.5213393271378061	1.0093968178535826	5.400202827099037	0.3072363608271816	1.1568498626804564
M_sp_026	7.674791683175003	4.106381315417688	5.2936581677062415	3.17804090396886	4.980993955705593
M_sp_027	1.1654318656426728	1.3212723899161312	2.8561645976856926	0.7147230247647762	1.1071410673701636
M_sp_028	0.17744911638995237	0.20068602094710195	0.324887261934554	0.08733940501633654	0.26303353656310896
M_sp_029	4.165345546029108	7.4813565873883725	10.717334659655332	1.341587567027832	8.925321568507432
M_sp_030	18.152540998380992	4.639427062558988	5.228047055394207	0.8856735329691182	6.339606117601082
M_sp_031	0.13995772268725168	0.13617824417035493	0.25317646059622334	0.06144381426922218	0.19259344890390404
M_sp_032	0.8745993775633578	1.0643770220461326	1.3072111799429924	0.21087492703453856	0.7401208233102985
M_sp_033	0.7857289099212713	0.30922880304381	0.4370696491676894	0.12666669672008285	0.5337304516615219
M_sp_034	1.9507140494689517	0.5993115706942125	1.131672308723541	0.2635690094520581	1.883256945517008
M_sp_035	0.11910667214054675	0.13052021968141003	0.16643172320439067	0.060513119645080174	0.23597537847176062
M_sp_036	0.20389602943248153	0.37142939595291985	0.23675354169823049	0.07176768418938217	0.2535401793698475
M_sp_037	0.09509557961081096	0.10007087599716497	0.11621383144900772	0.042692581706930875	0.16128169696336628
M_sp_038	0.277030647081606	0.2538079339577984	0.2997236885516331	0.10528470299657165	0.3547114598424971
M_sp_039	0.04705283820466096	0.06358806996592302	0.07271987892889131	0.03111953026606131	0.10861430547119243
M_sp_040	0.17122909926871774	0.259344271312754	0.2565311938871333	0.06872081505842079	0.202838045251416
M_sp_041	0.13461016592710984	0.12387642741477571	0.17032407310046055	0.06425522071039516	0.19137616453912643
M_sp_042	0.05250195168167383	0.07160617518133325	0.08619769375441692	0.0527278827901685	0.0746515382479177
M_sp_043	0.05556352896096236	0.07149790839489541	0.09478763968298148	0.06049170488169581	0.08424791859728795
M_sp_044	0.10330495248496677	0.15664586840549177	0.17508215367017685	0.1344945893285856	0.14088451310419703
M_sp_045	0.05327577952068993	0.06599555714313782	0.08121089804016662	0.05072615405956255	0.07624337425049701
M_suomiense	0.06672628824113347	0.084917787203321	0.1030684956231387	0.04475245916433535	0.15521830159732877
M_symbioticum	0.14770665003802141	0.18987941216576645	0.26418655971434346	0.07617606077109695	0.24437463206079346
M_tardum	0.1547494238477866	0.19408461882934608	0.3829423993417484	0.07010831297534834	0.2347447636592674
M_tarhaniae	0.09872152971790449	0.12198924300364451	0.1254646011434204	0.09661444416260935	0.12895261173774233
M_terrae	0.07390443347739352	0.11348772015911203	0.12783564741569525	0.091295993218559	0.1190729326194906
M_terricola	0.07044253331170745	0.07605797987954961	0.09442465106360333	0.06282576150253967	0.0898902020923165
M_thiocyanatum	0.1263045612777712	0.12270924399516703	0.16256035009079334	0.06566339493762777	0.21241556458312424
M_thuringiense	0.6618341654318303	0.916935087820661	1.2399857172473796	0.17287164894846313	11.126628369744015
M_trifolii	0.6148249722070507	0.8647728725320442	1.6278692588675971	0.1814544524885826	1.7649558992713792
M_variabile	0.07111616607043855	0.11219956338373101	0.1405360493890227	0.08227934289838844	0.10548299940598005
M_zatmanii	0.11661763324518054	0.11665813813672483	0.1347566880808956	0.0589060708924327	0.20066914080831175
