bins	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
M_rhodesianum	0.030916444430094468	0.03202011959200472	0.03586475587479623	0.01883816230274063	0.05651570202714819
M_rhodinum	0.04617767414087984	0.053556438762912835	0.05347467857331799	0.02702211261670712	0.08903296193489743
M_salsuginis	0.0445167365325306	0.048326064991877	0.051765918644540256	0.026400073782259312	0.08150028184898192
M_segetis	0.03993883886246588	0.04496271269487591	0.05022530694287795	0.020987159957721595	0.06965836655063147
M_soli	0.0425102039741913	0.05228616403523088	0.055618070905493186	0.02273355951171342	0.06623065531813761
M_sp_001	0.13149032053439913	0.09482665691163851	0.11067689128527036	0.04710297067848686	0.09906017049246676
M_sp_002	0.18343849109811242	0.15528092697156826	0.1315447190534015	0.06669423594658573	0.1462323281668084
M_sp_003	0.23696626990968167	0.6988082772737914	0.2136461053514103	0.05698238457057514	0.23484976889616388
M_sp_004	0.24397724204988783	0.36108157998052137	0.24331209480966157	0.07348612806662541	0.8198850555490521
M_sp_005	0.18541079198655555	0.12472280098172284	0.12315778519368253	0.05405796013326084	0.15943857499223532
M_sp_006	0.2525409414098929	0.22737445312353305	0.2785228545856257	0.04506919278216948	0.31727656301831997
M_sp_007	0.15292856299545507	0.10464330424997155	0.09869970462820062	0.05143915309023571	0.13545238047121216
M_sp_008	0.34724669079848786	0.31844613874212185	0.3221300441173591	0.06171795178137673	0.5078678820750703
M_sp_009	0.10257180849814165	0.07171442936148818	0.07649436386104885	0.03402620957321342	0.09658805674198748
M_sp_010	0.3685344985687646	0.22828314839512368	0.2100895494139344	0.09737554267370327	0.7854566381886766
M_sp_011	0.3063370913064331	0.3636146804632183	0.21493098997462443	0.07685798374826604	0.6755684964003192
M_sp_012	0.06337144772467722	0.10488502459672806	0.06026168269317614	0.022810429574680324	0.11249545898839307
M_sp_013	0.05876259952664087	0.15495684097409687	0.06922250301556906	0.026876775069952414	0.1663548024129697
M_sp_014	0.103787755345487	0.16078113213173992	0.0918071526827995	0.04339644911522509	0.16747387102922912
M_sp_015	0.06549691905738979	0.10383451839769495	0.0613672950889267	0.02946125693862575	0.10588953355959428
M_sp_016	0.04410639003899033	0.06883903859061669	0.04474101978174468	0.017130100982676835	0.0794738945828337
M_sp_017	0.07980244655371957	0.07794951352093626	0.07458964197420613	0.037855884083309733	0.09048340056516925
M_sp_018	0.9746982773574415	0.977660274172549	0.9780469263845466	0.9537086885659337	0.9616856598406044
M_sp_019	0.07429480788104148	0.05720722728570144	0.09537327030376966	0.045412409629603565	0.09182938225553561
M_sp_020	0.10733400806570212	0.0820962575668266	0.11871383974528354	0.05646215660087926	0.12276522302634804
M_sp_021	0.921111257546525	0.8037392883094847	0.9326592503130957	0.40057829985603716	0.9480502364691877
M_sp_022	0.8268153764330903	0.8635410445818958	0.9307594506666833	0.8749476402007004	0.5575658945303283
M_sp_023	0.3290378923549831	0.45837784690406685	0.5807778444518368	0.43334510306445556	0.2712862691027626
M_sp_024	0.9239464474550569	0.8954893752868174	0.9764198008739201	0.780114367804625	0.9461564676070952
M_sp_025	0.18137560582886586	0.33701741637059157	0.8196315326740262	0.1276177140426351	0.3901664270315803
M_sp_026	0.9332986157636525	0.629629133921859	0.741448200225066	0.7704141515059937	0.8609950690201813
M_sp_027	0.3516894814621179	0.4200135322525231	0.7043081859759426	0.283369829360715	0.23352467106839286
M_sp_028	0.06372858064359763	0.056686886467081185	0.10576601584275336	0.03219535755407091	0.09059882944555035
M_sp_029	0.7449163477880419	0.8779009838714079	0.9368355732103661	0.45396229902580765	0.9484068682694197
M_sp_030	0.9435172111137301	0.7064996690077423	0.7641737398191264	0.3214308861402756	0.896006843623651
M_sp_031	0.04947090446396834	0.044378595852167815	0.07996011336862734	0.025191804995894948	0.06944756386422188
M_sp_032	0.1878018171170236	0.17833835023198275	0.2049538226886272	0.07529557289985032	0.17460880069096557
M_sp_033	0.25079387977205986	0.06778191137472966	0.08411556740661934	0.038038796706295855	0.1521705892009811
M_sp_034	0.5448052005290362	0.1841045379306803	0.34719191897513213	0.09808498382499646	0.5395430068068768
M_sp_035	0.03849812660163213	0.04199094623357421	0.04373267084547826	0.0206092366065145	0.07068059812095986
M_sp_036	0.04978198654061642	0.12035375783209983	0.05536171096613586	0.027565042359124728	0.07679872020802316
M_sp_037	0.02726077695834941	0.029203890051356592	0.030673270480386254	0.016321340810561	0.0492007048612401
M_sp_038	0.061224233643653266	0.06405333295081261	0.06421452957124209	0.03172076944042001	0.09455571414226902
M_sp_039	0.019261047567081562	0.021898668149170037	0.02441103092323584	0.011794137934584538	0.03815987700712768
M_sp_040	0.040112651686685576	0.038140229168207064	0.0392834269716099	0.020800270609797174	0.05939538570290145
M_sp_041	0.03685777375870118	0.039789867720973274	0.04290954974658787	0.022353262812559147	0.0625578431578726
M_sp_042	0.016829715858010366	0.020309054928828337	0.023186448974871217	0.016160394949094898	0.025722929116131953
M_sp_043	0.020048045244515814	0.02409400079448744	0.027161138039823108	0.020099095418430305	0.03000986002011744
M_sp_044	0.02311237200345094	0.028673165719381805	0.032322113473848155	0.02520335658731877	0.03554635017981718
M_sp_045	0.017345259187967497	0.019244687961630088	0.023342601701851262	0.01685685348316734	0.027212926822611023
M_suomiense	0.024409529825827996	0.028446349607436153	0.02957585055500406	0.01513040339319556	0.048448154498691456
M_symbioticum	0.04641638932610726	0.05160861910801749	0.06317328042959015	0.023642360870661565	0.07182239106737776
M_tardum	0.055586728656882696	0.06893307168316544	0.13601109707391132	0.028404431548019967	0.08451353821172547
M_tarhaniae	0.01631654513281161	0.019234592774725456	0.022509319135271006	0.01583560123560256	0.025796095452527087
M_terrae	0.023649691320463004	0.029652253183749595	0.03281060807418564	0.02480551550277784	0.037840706884739846
M_terricola	0.019586365687604523	0.022033502415701303	0.026925870694600968	0.01718685839185509	0.030046297078359815
M_thiocyanatum	0.03892393858297414	0.04141975111288312	0.043213221001823045	0.02238076032523183	0.06736847360325197
M_thuringiense	0.1866943117089683	0.22800872428934596	0.2628364221237374	0.05977068577604372	0.6155282239426855
M_trifolii	0.1368305966478023	0.16342196088457114	0.2558084358864111	0.05667243830352612	0.4084866303324695
M_variabile	0.021720313993287808	0.02634872508349948	0.030459741933915315	0.020820200994276564	0.03276479610255169
M_zatmanii	0.03602832950690695	0.035808831570824054	0.03910766566645302	0.020205575826217813	0.06014590633455999
