gene_callers_id	COCO_M01	COCO_M02	COCO_M03	COCO_M04	COCO_M05
11979	0.0	0.0	0.0	0.0	0.0
11980	0.0	0.0	0.0	0.0	0.0
11981	0.0	0.0	0.0	0.0	0.0
11982	0.0	0.0	0.0	0.0	0.0
11983	0.0	0.0	0.0	0.0	0.0
11984	0.0	0.0	0.0	0.0	0.0
11985	0.0	0.0	0.0	0.0	0.0
11986	0.0	0.0	0.0	0.0	0.0
11987	0.0	0.0	0.0	0.0	0.0
11988	0.0	0.0	0.0	0.0	0.0
11989	0.0	0.0	0.0	0.0	0.0
11990	0.0	0.0	0.0	0.0	0.0
11991	0.0	0.0	0.0	0.0	0.0
11992	0.0	0.0	0.0	0.0	0.0
11993	0.0	0.0	0.0	0.0	0.0
11994	0.0	0.0	0.0	0.0	0.0
11995	0.0	0.0	0.0	0.0	0.0
11996	0.0	0.0	0.0	0.0	0.0
11997	0.0	0.0	0.0	0.0	0.0
11998	0.0	0.0	0.0	0.0	0.0
11999	0.0	0.0	0.0	0.0	0.0
12000	0.0	0.0	0.0	0.0	0.0
12001	0.0	0.0	0.0	0.0	0.0
12002	0.0	0.0	0.0	0.0	0.0
12003	0.0	0.0	0.0	0.0	0.0
12004	0.2330246913580247	0.2330246913580247	0.2654320987654321	0.2330246913580247	0.0
12005	0.0	0.0	0.0	0.0	0.0
12006	0.0	0.0	0.0	0.0	0.0
12007	0.0	0.0	0.0	0.0	0.0
12008	0.0	0.0	0.0	0.0	0.0
12009	0.0	0.0	0.0	0.0	0.0
12010	0.0	0.0	0.0	0.0	0.0
12011	0.0	0.0	0.0	0.0	0.0
12012	0.0	0.0	0.0	0.0	0.0
12013	0.0	0.0	0.0	0.0	0.0
12014	0.0	0.0	0.0	0.0	0.0
12015	0.0	0.0	0.0	0.0	0.0
12016	0.0	0.0	0.0	0.0	0.0
12017	0.0	0.0	0.0	0.0	0.0
12018	0.0	0.0	0.0	0.0	0.0
12019	0.0	0.0	0.0	0.0	0.0
12020	0.0	0.0	0.0	0.0	0.0
12021	0.0	0.0	0.0	0.0	0.0
12022	0.0	0.0	0.0	0.0	0.0
12023	0.0	0.0	0.0	0.0	0.0
12024	0.0	0.0	0.0	0.0	0.0
12025	0.0	0.0	0.0	0.0	0.0
12026	0.0	0.0	0.0	0.0	0.0
12027	0.0	0.0	0.0	0.0	0.0
12028	0.0	0.0	0.0	0.0	0.0
12029	0.0	0.0	0.0	0.0	0.0
12030	0.0	0.0	0.0	0.0	0.0
12031	0.0	0.0	0.0	0.0	0.0
224272	0.0	0.0	0.0	0.0	0.0
224273	0.0	0.19964349376114082	0.0	0.0	0.0
224274	0.0	0.0	0.0	0.0	0.0
224275	0.0	0.0	0.0	0.0	0.0
224276	0.0	0.0	0.0	0.0	0.0
224277	0.0	0.0	0.0	0.0	0.0
224278	0.0	0.0	0.0	0.0	0.08157752566180443
224279	0.0	0.0	0.0	0.0	0.12397372742200329
224280	0.0	0.0	0.0	0.0	0.0
224281	0.0	0.0	0.0	0.0	0.0
224282	0.0	0.0	0.0	0.0	0.0
224283	0.0	0.0	0.0	0.0	0.0
224284	0.0	0.0	0.0	0.0	0.0
224285	0.0	0.15024875621890546	0.21194029850746268	0.0	0.15124378109452735
224286	0.0	0.0	0.0	0.0	0.0
224287	0.0	0.0	0.0	0.0	0.0
224288	0.0	0.0	0.0	0.0	0.0
224289	0.0	0.0	0.0	0.0	0.0
224290	0.0	0.09890632429862102	0.16642891107941038	0.1459819305753685	0.14122681883024252
224291	0.0	0.0	0.0	0.0	0.0
224292	0.0	0.0	0.0	0.0	0.0
224293	0.0	0.0	0.0	0.0	0.0
224294	0.0	0.0	0.0	0.0	0.0
224295	0.0	0.0	0.0	0.0	0.0
224296	0.0	0.0	0.0	0.0	0.0
224297	0.0	0.0	0.0	0.0	0.0
224298	0.0	0.0	0.0	0.0	0.0
224299	0.0	0.0	0.0	0.0	0.0
224300	0.0	0.0	0.0	0.0	0.0
224301	0.0	0.0	0.09660908509277032	0.0	0.09596928982725528
224302	0.0	0.0	0.0	0.0	0.0
224303	0.0	0.06848072562358276	0.0	0.0	0.09342403628117914
224304	0.0	0.0	0.0	0.0	0.0
224305	0.0	0.0	0.0	0.0	0.0
224306	0.0	0.0	0.0	0.0	0.0
224307	0.0	0.0	0.0	0.0	0.0
224308	0.0	0.0	0.0	0.0	0.0
224309	0.0	0.0	0.0	0.0	0.0
224310	0.0	0.0	0.0	0.0	0.0
224311	0.11652542372881355	0.17231638418079095	0.13559322033898305	0.15254237288135594	0.2365819209039548
224312	0.0	0.0	0.0	0.0	0.0
224313	0.0	0.0	0.0	0.0	0.0
224314	0.0	0.0	0.0	0.0	0.0
224315	0.15392456676860347	0.0	0.2018348623853211	0.0	0.0
224316	0.0	0.0	0.0	0.0	0.0
224317	0.0	0.0	0.0	0.0	0.0
224318	0.0	0.0	0.0	0.0	0.0
224319	0.0	0.0	0.0	0.0	0.0
224320	0.0	0.0	0.0	0.0	0.0
224321	0.0	0.0	0.0	0.0	0.0
224322	0.0	0.0	0.0	0.0	0.0
224323	0.0	0.0	0.0	0.0	0.0
224324	0.0	0.0	0.0	0.0	0.0
224325	0.0	0.0	0.0	0.0	0.0
224326	0.0	0.0	0.0	0.0	0.0
224327	0.0	0.0	0.0	0.0	0.0
224328	0.0	0.0	0.0	0.0	0.0
224329	0.0	0.0	0.0	0.0	0.0
224330	0.0	0.0	0.0	0.0	0.0
224331	0.2026618269812462	0.0	0.0	0.0	0.0
224332	0.0	0.0	0.0	0.0	0.0
224333	0.0	0.0	0.0	0.0	0.0
224334	0.0	0.0	0.0	0.0	0.0
224335	0.0	0.0	0.0	0.0	0.0
224336	0.0	0.0	0.0	0.0	0.0
224337	0.0	0.0	0.0	0.0	0.0
224338	0.0	0.0	0.0	0.0	0.0
224339	0.0	0.0	0.0	0.0	0.0
224340	0.0	0.0	0.0	0.17606837606837608	0.0
224341	0.0	0.0	0.0	0.0	0.0
224342	0.0	0.0	0.0	0.0	0.0
224343	0.0	0.0	0.0	0.0	0.0
224344	0.0	0.0	0.0	0.0	0.0
224345	0.0	0.0	0.0	0.0	0.0
224346	0.0	0.0	0.0	0.0	0.0
224347	0.0	0.0	0.0	0.0	0.0
224348	0.0	0.0	0.0	0.0	0.0
224349	0.0	0.0	0.0	0.0	0.0
224350	0.0	0.0	0.0	0.0	0.0
224351	0.0	0.0	0.0	0.0	0.0
224352	0.0	0.0	0.0	0.0	0.0
224353	0.0	0.0	0.0	0.0	0.0
224354	0.0	0.0	0.0	0.0	0.0
224355	0.0	0.0	0.0	0.0	0.0
