gene_callers_id	ACSA_M21	ACSA_M22	ACSA_M23	ACSA_M24	ACSA_M25
37013	0.0	0.0	0.0	0.0	0.0
37014	0.3289760348583878	0.0	0.0	0.0	0.0
37015	0.0	0.0	0.0	0.0	0.0
37016	0.0	0.0	0.0	0.0	0.0
37017	0.0	0.0	0.0	0.0	0.0
37018	0.0	0.0	0.0	0.0	0.1397544853635505
37019	0.0	0.0	0.0	0.0	0.0
37020	0.12812041116005873	0.06864904552129222	0.05616740088105727	0.2132892804698972	0.25293685756240825
37021	0.0	0.0	0.0739247311827957	0.0	0.0
37022	0.0	0.0	0.0	0.0	0.0
37023	0.0	0.0	0.0	0.0	0.0
37024	0.0	0.0	0.0	0.0	0.0
37025	0.0	0.0	0.0	0.0	0.0
37026	0.27091633466135456	0.0	0.0	0.0	0.20053120849933598
37027	0.0	0.0	0.0	0.0	0.0
37028	0.0	0.0	0.0	0.0	0.0
37029	0.0	0.0	0.0	0.0	0.0
37030	0.0	0.0	0.0	0.0	0.0
37031	0.0	0.0	0.0	0.0	0.0
37032	0.0	0.0	0.0	0.0	0.0
37033	0.0	0.0	0.0	0.0	0.0
37034	0.0	0.0	0.19433719433719435	0.0	0.22007722007722008
37035	0.0	0.0	0.0	0.0	0.20133333333333334
37036	0.0	0.0	0.0	0.0	0.0
37037	0.0	0.0	0.0	0.0	0.0
37038	0.0	0.0	0.0	0.0	0.0
37039	0.0	0.0	0.0	0.0	0.0
37040	0.0	0.0	0.0	0.0	0.0
37041	0.3620823620823621	0.351981351981352	0.29526029526029524	0.32634032634032634	0.3139083139083139
37042	0.0	0.0	0.0	0.0	0.0
37043	0.0	0.0	0.0	0.0	0.0
37044	0.07989417989417989	0.07989417989417989	0.0	0.0	0.1761904761904762
37045	0.0	0.0	0.0	0.0	0.0
37046	0.0	0.0	0.0	0.0	0.0
37047	0.2707774798927614	0.0	0.14298480786416443	0.13941018766756033	0.3923145665773012
37048	0.0	0.0	0.0	0.0	0.0
37049	0.0	0.2649122807017544	0.0	0.0	0.30526315789473685
37050	0.0	0.0	0.0	0.0	0.0
37051	0.0	0.0	0.0	0.0	0.0
37052	0.0	0.0	0.0	0.0	0.11491628614916286
37053	0.0	0.0	0.0	0.0	0.0
37054	0.0	0.0	0.0	0.0	0.0
37055	0.0	0.0	0.0	0.0	0.0
37056	0.0	0.0	0.0	0.0	0.0
37057	0.0	0.6801801801801802	0.0	0.0	0.0
37058	0.3142493638676845	0.1628498727735369	0.11959287531806616	0.11259541984732824	0.0960559796437659
37059	0.0	0.0	0.0	0.0	0.0
37060	0.0	0.0	0.0	0.0	0.0
37061	0.0	0.0	0.0	0.0	0.0
37062	0.0	0.0	0.0	0.0	0.0
37063	0.0	0.0	0.0	0.0	0.0
37064	0.07546226886556721	0.11244377811094453	0.07946026986506746	0.0	0.16541729135432284
37065	0.0	0.0	0.0	0.0	0.0
37066	0.0	0.0	0.0	0.0	0.12336601307189543
37067	0.0	0.0	0.0	0.0	0.0
37068	0.0	0.08142493638676845	0.0	0.0	0.07167090754877015
37069	0.0	0.0	0.0	0.0	0.0
37070	0.0	0.0	0.0	0.0	0.0
37071	0.0	0.0	0.0	0.0	0.0
37072	0.0	0.11235119047619048	0.0	0.11458333333333333	0.27529761904761907
37073	0.0	0.0	0.0	0.0	0.0
37074	0.14031007751937985	0.11705426356589148	0.0	0.2193798449612403	0.3821705426356589
37075	0.0	0.0	0.0	0.0	0.0
37076	0.0	0.11651234567901235	0.0	0.0	0.38580246913580246
37077	0.0	0.0	0.0	0.0	0.27355072463768115
37078	0.0	0.0	0.0	0.0	0.5185185185185185
37079	0.0	0.0	0.0	0.0	0.0
37080	0.0	0.0	0.0	0.0	0.0
37081	0.0	0.0	0.0	0.0	0.0
37082	0.0	0.0	0.0	0.0	0.2105997210599721
37083	0.22745098039215686	0.0	0.0	0.2	0.33725490196078434
37084	0.0	0.0	0.0	0.0	0.0
37085	0.0	0.0	0.0	0.0	0.0
37086	0.0	0.0	0.0	0.0	0.0
37087	0.0	0.0	0.0	0.0	0.0
37088	0.0	0.0	0.0	0.0	0.0
37089	0.0	0.0	0.0	0.0	0.0
37090	0.0	0.0	0.0	0.0	0.0
37091	0.0	0.0	0.0	0.0	0.0
37092	0.0	0.0	0.0	0.0	0.0
37093	0.0	0.0	0.0	0.0	0.0
37094	0.0	0.0	0.0	0.0	0.0
37095	0.0	0.0	0.0	0.0	0.3378076062639821
37096	0.6198347107438017	0.0	0.0	0.0	0.6074380165289256
37097	0.0	0.0	0.0	0.0	0.0
37098	0.0	0.0	0.0	0.0	0.0
37099	0.0	0.0	0.0	0.0	0.0
37100	0.0	0.0	0.0	0.0	0.0
37101	0.0	0.0	0.0	0.0	0.0
37102	0.0	0.0	0.0	0.0	0.0
37103	0.06747095621090259	0.0	0.0	0.0	0.0
37104	0.0	0.0	0.0	0.0	0.0
37105	0.0	0.0	0.0	0.0	0.0
37106	0.0	0.0	0.0	0.0	0.0
37107	0.0	0.0	0.0	0.0	0.0
37108	0.0	0.0	0.0	0.0	0.0
37109	0.0	0.0	0.0	0.0	0.0
37110	0.0	0.15345528455284552	0.0	0.0	0.0
37111	0.0	0.0	0.0	0.0	0.0
37112	0.1931407942238267	0.1684717208182912	0.0	0.09085439229843562	0.09085439229843562
37113	0.0	0.0	0.0	0.0	0.0
37114	0.0	0.0	0.0	0.0	0.0
37115	0.20057306590257878	0.23782234957020057	0.0	0.18385864374403058	0.281279847182426
37116	0.0	0.0	0.0	0.0	0.0
37117	0.0	0.0	0.0	0.0	0.0
37118	0.0	0.0	0.0	0.0	0.0
37119	0.0	0.0	0.0	0.0	0.0
37120	0.0	0.0	0.0	0.0	0.0
37121	0.0	0.0	0.0	0.0	0.0
37122	0.0	0.0	0.0	0.0	0.0
37123	0.0	0.0	0.0	0.0	0.0
37124	0.0	0.0	0.0	0.0	0.0
37125	0.0	0.0	0.0	0.0	0.0
37126	0.0	0.0	0.0	0.0	0.0
37127	0.0	0.0	0.0	0.0	0.0
37128	0.0	0.0	0.0	0.0	0.0
37129	0.0	0.0	0.0	0.0	0.0
37130	0.0	0.0	0.0	0.0	0.0
37131	0.0	0.0	0.0	0.0	0.0
37132	0.0	0.0	0.0	0.0	0.0
37133	0.0	0.0	0.0	0.0	0.0
37134	0.0	0.0	0.0	0.24364123159303883	0.20214190093708165
37135	0.0	0.0	0.0	0.0	0.0
37136	0.0	0.0	0.0	0.0	0.0
37137	0.0	0.0	0.0	0.0	0.0
37138	0.0	0.0	0.0	0.0	0.0
37139	0.0	0.0	0.0	0.2360248447204969	0.0
37140	0.0	0.0	0.0	0.0	0.0
37141	0.0	0.0	0.0	0.0	0.0
37142	0.0	0.0	0.0	0.0	0.2996031746031746
37143	0.0	0.0	0.0	0.0	0.0
37144	0.0	0.2740286298568507	0.0	0.0	0.0
37145	0.0	0.0	0.0	0.0	0.0
37146	0.0	0.0	0.0	0.0	0.0
37147	0.0	0.0	0.0	0.0	0.0
37148	0.0	0.0	0.0	0.0	0.0
37149	0.38095238095238093	0.16529830322933772	0.0	0.1592775041050903	0.26217843459222767
37150	0.0	0.0	0.0	0.0	0.0
37151	0.0	0.0	0.0	0.0	0.0
37152	0.0	0.0	0.0	0.0	0.0
37153	0.0	0.0	0.0	0.0	0.0
37154	0.0	0.0	0.0	0.23195084485407066	0.0
37155	0.0	0.0	0.0	0.0	0.0
37156	0.0	0.0	0.0	0.0	0.0
37157	0.0	0.0	0.0	0.0	0.1565578019699326
37158	0.0	0.0	0.0	0.0	0.0
37159	0.0	0.0	0.0	0.19298245614035087	0.0
37160	0.0	0.0	0.0	0.0	0.0
37161	0.13640238704177324	0.1287297527706735	0.0	0.0	0.1287297527706735
37162	0.0	0.0	0.0	0.0	0.0
37163	0.0	0.0	0.0	0.0	0.9477124183006536
37164	0.0	0.0	0.0	0.0	0.30220883534136544
