
code	|	taxid	|	taxname	|	lineage
1	|	2948830	|	Mykissvirus	|	2948830 11308 2499411 2497577 2497571 2497569 2732396 2559587 10239 
1	|	1623283	|	Chivirus	|	1623283 2943001 2731619 2731618 2731360 2731341 10239 
1	|	75	|	Caulobacter	|	75 76892 204458 28211 1224 2 131567 
1	|	2842635	|	Dehcevirus	|	2842635 2842319 2842247 2842243 2732407 2732396 2559587 10239 
1	|	60846	|	Halogeometricum	|	60846 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2060094	|	Aminipila	|	2060094 3030910 3082720 186801 1239 1783272 2 131567 
1	|	3044777	|	Northamptonvirus	|	3044777 2731619 2731618 2731360 2731341 10239 
1	|	432330	|	Tumebacillus	|	432330 186823 1385 91061 1239 1783272 2 131567 
1	|	201096	|	Alicycliphilus	|	201096 80864 80840 28216 1224 2 131567 
1	|	1330547	|	Kosakonia	|	1330547 543 91347 1236 1224 2 131567 
1	|	83461	|	Corallococcus	|	83461 31 80811 29 32015 2818505 2 131567 
1	|	2733154	|	Poindextervirus	|	2733154 2732612 2731619 2731618 2731360 2731341 10239 
1	|	279	|	Xanthobacter	|	279 335928 356 28211 1224 2 131567 
1	|	320496	|	Neoasaia	|	320496 433 204441 28211 1224 2 131567 
1	|	1982587	|	Kafunavirus	|	1982587 2731619 2731618 2731360 2731341 10239 
1	|	669357	|	Geminocystis	|	669357 2815910 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	623276	|	Maritalea	|	623276 2831106 356 28211 1224 2 131567 
1	|	2993618	|	Halosolutus	|	2993618 1644061 2235 183963 2290931 28890 3366610 2157 131567 
1	|	45669	|	Salinicoccus	|	45669 90964 1385 91061 1239 1783272 2 131567 
1	|	216431	|	Croceibacter	|	216431 49546 200644 117743 976 68336 1783270 2 131567 
1	|	3044840	|	Tepukevirus	|	3044840 2731619 2731618 2731360 2731341 10239 
1	|	45654	|	Desulfonema	|	45654 2931039 213118 3024418 200940 2 131567 
1	|	84111	|	Eggerthella	|	84111 1643826 1643822 84998 201174 1783272 2 131567 
1	|	869	|	Dichelobacter	|	869 868 135615 1236 1224 2 131567 
1	|	1330545	|	Lelliottia	|	1330545 543 91347 1236 1224 2 131567 
1	|	2044	|	Pimelobacter	|	2044 85015 85009 1760 201174 1783272 2 131567 
1	|	482460	|	Sediminibacillus	|	482460 186817 1385 91061 1239 1783272 2 131567 
1	|	84108	|	Slackia	|	84108 1643826 1643822 84998 201174 1783272 2 131567 
1	|	2994363	|	Pseudofrankia	|	2994363 74712 85013 1760 201174 1783272 2 131567 
1	|	875170	|	Celeribacter	|	875170 2854170 204455 28211 1224 2 131567 
1	|	58122	|	Spirillospora	|	58122 2012 85012 1760 201174 1783272 2 131567 
1	|	2843456	|	Shirahamavirus	|	2843456 2731619 2731618 2731360 2731341 10239 
1	|	713	|	Actinobacillus	|	713 712 135625 1236 1224 2 131567 
1	|	2731939	|	Foussvirus	|	2731939 2731643 2731619 2731618 2731360 2731341 10239 
1	|	162027	|	Haliangium	|	162027 224464 3031714 3031711 2818505 2 131567 
1	|	2049301	|	Changchengzhania	|	2049301 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1755825	|	Egicoccus	|	1755825 1755824 1755823 908620 201174 1783272 2 131567 
1	|	42054	|	Chromohalobacter	|	42054 28256 135619 1236 1224 2 131567 
1	|	3044773	|	Nevillevirus	|	3044773 3044642 2731619 2731618 2731360 2731341 10239 
1	|	84567	|	Pedobacter	|	84567 84566 200666 117747 976 68336 1783270 2 131567 
1	|	1636618	|	Fletchervirus	|	1636618 1636616 2731619 2731618 2731360 2731341 10239 
1	|	2948922	|	Thalassavirus	|	2948922 2732012 2731690 2731619 2731618 2731360 2731341 10239 
1	|	1091	|	Chlorobium	|	1091 274493 191412 191411 191410 1090 68336 1783270 2 131567 
1	|	2948946	|	Veracruzvirus	|	2948946 2731619 2731618 2731360 2731341 10239 
1	|	2766734	|	Faecalibacter	|	2766734 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	2912996	|	Changpingibacter	|	2912996 2049 2037 1760 201174 1783272 2 131567 
1	|	269258	|	Nitratiruptor	|	269258 2795691 235899 3031852 29547 2 131567 
1	|	364409	|	Granulibacter	|	364409 433 204441 28211 1224 2 131567 
1	|	2303321	|	Superficieibacter	|	2303321 543 91347 1236 1224 2 131567 
1	|	2731950	|	Kelmasvirus	|	2731950 2731643 2731619 2731618 2731360 2731341 10239 
1	|	2803845	|	Usitatibacter	|	2803845 2803844 32003 28216 1224 2 131567 
1	|	2843159	|	Zedzedvirus	|	2843159 2842519 2946170 2731619 2731618 2731360 2731341 10239 
1	|	704093	|	Anaerobacillus	|	704093 186817 1385 91061 1239 1783272 2 131567 
1	|	2608728	|	Acidisarcina	|	2608728 204434 204433 204432 57723 2 131567 
1	|	2946833	|	Bonaevitaevirus	|	2946833 2946642 2946165 2731619 2731618 2731360 2731341 10239 
1	|	2699295	|	Embleya	|	2699295 2062 85011 1760 201174 1783272 2 131567 
1	|	2800681	|	Aurantiacibacter	|	2800681 335929 204457 28211 1224 2 131567 
1	|	2211635	|	Cognatishimia	|	2211635 31989 204455 28211 1224 2 131567 
1	|	2948772	|	Jujuvirus	|	2948772 2731619 2731618 2731360 2731341 10239 
1	|	2055880	|	Pseudescherichia	|	2055880 543 91347 1236 1224 2 131567 
1	|	2948725	|	Gibbetvirus	|	2948725 2946160 2731619 2731618 2731360 2731341 10239 
1	|	3132181	|	Planctellipticum	|	3132181 126 112 203683 203682 1783257 2 131567 
1	|	54066	|	Xylophilus	|	54066 224471 80840 28216 1224 2 131567 
1	|	29404	|	Microlunatus	|	29404 31957 85009 1760 201174 1783272 2 131567 
1	|	2560225	|	Scapunavirus	|	2560225 2731619 2731618 2731360 2731341 10239 
1	|	2802295	|	Nitratidesulfovibrio	|	2802295 194924 213115 3031449 200940 2 131567 
1	|	46466	|	Halocella	|	46466 972 53433 186801 1239 1783272 2 131567 
1	|	214906	|	Histophilus	|	214906 712 135625 1236 1224 2 131567 
1	|	2692118	|	Winkia	|	2692118 2049 2037 1760 201174 1783272 2 131567 
1	|	225143	|	Oceanisphaera	|	225143 84642 135624 1236 1224 2 131567 
1	|	212791	|	Enhydrobacter	|	212791 119042 356 28211 1224 2 131567 
1	|	1357	|	Lactococcus	|	1357 1300 186826 91061 1239 1783272 2 131567 
1	|	332246	|	Halalkalicoccus	|	332246 1963270 2235 183963 2290931 28890 3366610 2157 131567 
1	|	40	|	Stigmatella	|	40 39 80811 29 32015 2818505 2 131567 
1	|	168694	|	Salinispora	|	168694 28056 85008 1760 201174 1783272 2 131567 
1	|	2560228	|	Shalavirus	|	2560228 2560070 2560065 2731619 2731618 2731360 2731341 10239 
1	|	1097443	|	Aureibacter	|	1097443 1853234 768507 768503 976 68336 1783270 2 131567 
1	|	2768684	|	Terricaulis	|	2768684 76892 204458 28211 1224 2 131567 
1	|	2843435	|	Pippivirus	|	2843435 2946174 2731619 2731618 2731360 2731341 10239 
1	|	1780190	|	Izhakiella	|	1780190 1903409 91347 1236 1224 2 131567 
1	|	2126548	|	Miniphocaeibacter	|	2126548 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	2738399	|	Parasedimentitalea	|	2738399 31989 204455 28211 1224 2 131567 
1	|	44675	|	Geothrix	|	44675 574976 574975 533205 57723 2 131567 
1	|	1891714	|	Betapolyomavirus	|	1891714 151341 2732532 2732421 2732415 2732092 2731342 10239 
1	|	2946830	|	Birpovirus	|	2946830 2942977 2942966 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2818469	|	Fuscovulum	|	2818469 31989 204455 28211 1224 2 131567 
1	|	1637	|	Listeria	|	1637 186820 1385 91061 1239 1783272 2 131567 
1	|	308912	|	Lomovskayavirus	|	308912 2731619 2731618 2731360 2731341 10239 
1	|	1485594	|	Methyloligella	|	1485594 45401 356 28211 1224 2 131567 
1	|	233191	|	Caldilinea	|	233191 475964 475963 475962 200795 1783272 2 131567 
1	|	2948878	|	Refugevirus	|	2948878 2731619 2731618 2731360 2731341 10239 
1	|	2841278	|	Miltonvirus	|	2841278 2169529 2731619 2731618 2731360 2731341 10239 
1	|	626119	|	Ruania	|	626119 1331736 85006 1760 201174 1783272 2 131567 
1	|	358023	|	Lutibacter	|	358023 49546 200644 117743 976 68336 1783270 2 131567 
1	|	447237	|	Frondihabitans	|	447237 85023 85006 1760 201174 1783272 2 131567 
1	|	2560154	|	Jedunavirus	|	2560154 2731619 2731618 2731360 2731341 10239 
1	|	2948866	|	Pinnievirus	|	2948866 2946631 2731619 2731618 2731360 2731341 10239 
1	|	166484	|	Caminicella	|	166484 3118654 3082720 186801 1239 1783272 2 131567 
1	|	153135	|	Gammaretrovirus	|	153135 327045 11632 2169561 2732514 2732409 2732397 2559587 10239 
1	|	6	|	Azorhizobium	|	6 335928 356 28211 1224 2 131567 
1	|	1227	|	Nitrosococcus	|	1227 1046 135613 1236 1224 2 131567 
1	|	365032	|	Aureispira	|	365032 89374 1936988 1937959 976 68336 1783270 2 131567 
1	|	415014	|	Proteiniborus	|	415014 538999 186802 186801 1239 1783272 2 131567 
1	|	2840454	|	Candidatus Formimonas	|	2840454 186807 186802 186801 1239 1783272 2 131567 
1	|	171163	|	Halosimplex	|	171163 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	178898	|	Carboxydocella	|	178898 543347 538999 186802 186801 1239 1783272 2 131567 
1	|	2905949	|	Thermodesulfomicrobium	|	2905949 213116 213115 3031449 200940 2 131567 
1	|	240411	|	Chitinimonas	|	240411 2897177 206351 28216 1224 2 131567 
1	|	142577	|	Prauserella	|	142577 2070 85010 1760 201174 1783272 2 131567 
1	|	2804525	|	Lichenicola	|	2804525 433 204441 28211 1224 2 131567 
1	|	2900570	|	Candidatus Absconditicoccus	|	2900570 2900569 2900568 221235 1783234 2323 2 131567 
1	|	67572	|	Psychromonas	|	67572 267894 135622 1236 1224 2 131567 
1	|	1295378	|	Methylogaea	|	1295378 403 135618 1236 1224 2 131567 
1	|	32207	|	Rothia	|	32207 1268 85006 1760 201174 1783272 2 131567 
1	|	2843478	|	Yonseivirus	|	2843478 2943001 2731619 2731618 2731360 2731341 10239 
1	|	146825	|	Halorhabdus	|	146825 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	1906657	|	Candidatus Doolittlea	|	1906657 84563 191675 543 91347 1236 1224 2 131567 
1	|	1217416	|	Halioglobus	|	1217416 1706372 1706369 1236 1224 2 131567 
1	|	2698688	|	Paraflavitalea	|	2698688 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	2560178	|	Minunavirus	|	2560178 2731619 2731618 2731360 2731341 10239 
1	|	3137766	|	Vreelandella	|	3137766 28256 135619 1236 1224 2 131567 
1	|	200903	|	Paraliobacillus	|	200903 186817 1385 91061 1239 1783272 2 131567 
1	|	2732679	|	Chatterjeevirus	|	2732679 2731653 2731643 2731619 2731618 2731360 2731341 10239 
1	|	2893022	|	Flagellatimonas	|	2893022 568386 1775403 1236 1224 2 131567 
1	|	1913444	|	Candidatus Thiodiazotropha	|	1913444 3067276 135613 1236 1224 2 131567 
1	|	83654	|	Leclercia	|	83654 543 91347 1236 1224 2 131567 
1	|	682522	|	Ilumatobacter	|	682522 2448023 84993 84992 201174 1783272 2 131567 
1	|	1920753	|	Gamaleyavirus	|	1920753 2842412 2842329 2731619 2731618 2731360 2731341 10239 
1	|	164450	|	Vulcanisaeta	|	164450 2267 2266 183924 28889 1783275 2157 131567 
1	|	2843468	|	Triplejayvirus	|	2843468 2731619 2731618 2731360 2731341 10239 
1	|	162289	|	Peptoniphilus	|	162289 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	983507	|	Ponticoccus	|	983507 2854170 204455 28211 1224 2 131567 
1	|	44011	|	Ferrimonas	|	44011 267892 135622 1236 1224 2 131567 
1	|	28100	|	Phyllobacterium	|	28100 69277 356 28211 1224 2 131567 
1	|	2560132	|	Fipvunavirus	|	2560132 2731619 2731618 2731360 2731341 10239 
1	|	904	|	Acidaminococcus	|	904 909930 1843488 909932 1239 1783272 2 131567 
1	|	2948887	|	Saguarovirus	|	2948887 1982876 2731619 2731618 2731360 2731341 10239 
1	|	226	|	Alteromonas	|	226 2903219 72275 135622 1236 1224 2 131567 
1	|	1582879	|	Ezakiella	|	1582879 1737407 1737404 1239 1783272 2 131567 
1	|	2731987	|	Votkovvirus	|	2731987 2731643 2731619 2731618 2731360 2731341 10239 
1	|	657	|	Photobacterium	|	657 641 135623 1236 1224 2 131567 
1	|	2732961	|	Faunusvirus	|	2732961 2842409 2731689 2731619 2731618 2731360 2731341 10239 
1	|	283168	|	Odoribacter	|	283168 1853231 171549 200643 976 68336 1783270 2 131567 
1	|	1918721	|	Siminovitchvirus	|	1918721 857473 2560065 2731619 2731618 2731360 2731341 10239 
1	|	2843401	|	Klausavirus	|	2843401 2731619 2731618 2731360 2731341 10239 
1	|	29287	|	Natronococcus	|	29287 1644061 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2854182	|	Falsihalocynthiibacter	|	2854182 2854170 204455 28211 1224 2 131567 
1	|	1486720	|	Methylomarinovum	|	1486720 1486721 135618 1236 1224 2 131567 
1	|	81461	|	Thermanaerovibrio	|	81461 649777 649776 649775 508458 2 131567 
1	|	2569097	|	Anaerobutyricum	|	2569097 186803 3085636 186801 1239 1783272 2 131567 
1	|	261825	|	Agarivorans	|	261825 72275 135622 1236 1224 2 131567 
1	|	1209988	|	Halopenitus	|	1209988 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2749267	|	Amedibacterium	|	2749267 128827 526525 526524 1239 1783272 2 131567 
1	|	3074468	|	Mesoterricola	|	3074468 574976 574975 533205 57723 2 131567 
1	|	54247	|	Hyperthermus	|	54247 2307 114380 183924 28889 1783275 2157 131567 
1	|	548688	|	Percavirus	|	548688 10374 3044472 548681 2731363 2731361 2731360 2731341 10239 
1	|	10257	|	Parapoxvirus	|	10257 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	3027666	|	Aristophania	|	3027666 433 204441 28211 1224 2 131567 
1	|	230666	|	Chitinibacter	|	230666 2897177 206351 28216 1224 2 131567 
1	|	2901189	|	Halopseudomonas	|	2901189 135621 72274 1236 1224 2 131567 
1	|	1918718	|	Cbastvirus	|	1918718 2731619 2731618 2731360 2731341 10239 
1	|	2948764	|	Immutovirus	|	2948764 2731619 2731618 2731360 2731341 10239 
1	|	1644057	|	Salinigranum	|	1644057 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2321114	|	Malaciobacter	|	2321114 2808963 213849 3031852 29547 2 131567 
1	|	90243	|	Oligella	|	90243 506 80840 28216 1224 2 131567 
1	|	978	|	Cytophaga	|	978 89373 768507 768503 976 68336 1783270 2 131567 
1	|	315422	|	Palleronia	|	315422 2854170 204455 28211 1224 2 131567 
1	|	1760987	|	Methylomagnum	|	1760987 403 135618 1236 1224 2 131567 
1	|	204286	|	Cobetia	|	204286 28256 135619 1236 1224 2 131567 
1	|	1513295	|	Nyavirus	|	1513295 1513294 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1156568	|	Methylovirgula	|	1156568 45404 356 28211 1224 2 131567 
1	|	2795780	|	Symmachiella	|	2795780 126 112 203683 203682 1783257 2 131567 
1	|	2905967	|	Candidatus Minimicrobia	|	2905967 2905966 95818 1783234 2323 2 131567 
1	|	630749	|	Spongiibacter	|	630749 1706375 1706369 1236 1224 2 131567 
1	|	2733093	|	Aurunvirus	|	2733093 2731619 2731618 2731360 2731341 10239 
1	|	1295327	|	Croceicoccus	|	1295327 335929 204457 28211 1224 2 131567 
1	|	292691	|	Christiangramia	|	292691 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2093783	|	Methylomusa	|	2093783 1843490 909929 909932 1239 1783272 2 131567 
1	|	1234545	|	Parasphingopyxis	|	1234545 41297 204457 28211 1224 2 131567 
1	|	2922426	|	Phototrophicus	|	2922426 2922432 2364208 2364196 200795 1783272 2 131567 
1	|	2948798	|	Leefvirus	|	2948798 2946159 2731619 2731618 2731360 2731341 10239 
1	|	2843440	|	Privateervirus	|	2843440 3044466 2731619 2731618 2731360 2731341 10239 
1	|	482	|	Neisseria	|	482 481 206351 28216 1224 2 131567 
1	|	51228	|	Wigglesworthia	|	51228 1903409 91347 1236 1224 2 131567 
1	|	1810868	|	Mycoavidus	|	1810868 119060 80840 28216 1224 2 131567 
1	|	84756	|	Beutenbergia	|	84756 125316 85006 1760 201174 1783272 2 131567 
1	|	1982898	|	Coopervirus	|	1982898 1982876 2731619 2731618 2731360 2731341 10239 
1	|	2733109	|	Leucotheavirus	|	2733109 2946160 2731619 2731618 2731360 2731341 10239 
1	|	702	|	Plesiomonas	|	702 543 91347 1236 1224 2 131567 
1	|	2910589	|	Geotalea	|	2910589 213422 3031668 3031651 200940 2 131567 
1	|	2614447	|	Halomicrococcus	|	2614447 3064797 2235 183963 2290931 28890 3366610 2157 131567 
1	|	1602338	|	Emcibacter	|	1602338 2066491 2066490 28211 1224 2 131567 
1	|	2888818	|	Pengzhenrongella	|	2888818 577468 85006 1760 201174 1783272 2 131567 
1	|	195950	|	Tannerella	|	195950 2005525 171549 200643 976 68336 1783270 2 131567 
1	|	46255	|	Weissella	|	46255 33958 186826 91061 1239 1783272 2 131567 
1	|	85072	|	Allochromatium	|	85072 1046 135613 1236 1224 2 131567 
1	|	2698753	|	Fluviispira	|	2698753 2024974 2024973 1553900 3018035 2 131567 
1	|	2740557	|	Pauljensenia	|	2740557 2049 2037 1760 201174 1783272 2 131567 
1	|	43673	|	Jonesia	|	43673 85022 85006 1760 201174 1783272 2 131567 
1	|	1078904	|	Nitrosotalea	|	1078904 3373482 3373481 1643678 651137 1783275 2157 131567 
1	|	28070	|	Gloeothece	|	28070 1890450 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	1081630	|	Candidatus Schneideria	|	1081630 543 91347 1236 1224 2 131567 
1	|	2560134	|	Galaxyvirus	|	2560134 2731619 2731618 2731360 2731341 10239 
1	|	3044817	|	Seamegvirus	|	3044817 2731619 2731618 2731360 2731341 10239 
1	|	3044725	|	Grutrevirus	|	3044725 2731619 2731618 2731360 2731341 10239 
1	|	2800373	|	Priestia	|	2800373 186817 1385 91061 1239 1783272 2 131567 
1	|	2883109	|	Sandaracinobacteroides	|	2883109 2820280 204457 28211 1224 2 131567 
1	|	202949	|	Thermanaeromonas	|	202949 3039168 3039167 186801 1239 1783272 2 131567 
1	|	2560220	|	Samistivirus	|	2560220 2946625 3044479 2731619 2731618 2731360 2731341 10239 
1	|	53572	|	Deferribacter	|	53572 191394 191393 68337 200930 2 131567 
1	|	2767887	|	Ligilactobacillus	|	2767887 33958 186826 91061 1239 1783272 2 131567 
1	|	2942982	|	Wulfhauvirus	|	2942982 2942967 2942965 1978007 2731619 2731618 2731360 2731341 10239 
1	|	1522431	|	Thermosulfurimonas	|	1522431 188711 188710 67799 200940 2 131567 
1	|	53945	|	Octadecabacter	|	53945 2854170 204455 28211 1224 2 131567 
1	|	218207	|	Desulfatibacillum	|	218207 3031627 213118 3024418 200940 2 131567 
1	|	44474	|	Pleurocapsa	|	44474 1890500 52604 3028117 1117 1798711 1783272 2 131567 
1	|	963	|	Herbaspirillum	|	963 75682 80840 28216 1224 2 131567 
1	|	113	|	Gemmata	|	113 1914233 2691355 203683 203682 1783257 2 131567 
1	|	265570	|	Sulfurovum	|	265570 2771472 213849 3031852 29547 2 131567 
1	|	866673	|	Marinifilum	|	866673 1573805 1970189 200643 976 68336 1783270 2 131567 
1	|	748770	|	Dolichospermum	|	748770 1892259 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2899790	|	Mergibacter	|	2899790 712 135625 1236 1224 2 131567 
1	|	2773294	|	Desulfolutivibrio	|	2773294 194924 213115 3031449 200940 2 131567 
1	|	33057	|	Thauera	|	33057 2008794 206389 28216 1224 2 131567 
1	|	1021	|	Beggiatoa	|	1021 135617 72273 1236 1224 2 131567 
1	|	20	|	Phenylobacterium	|	20 76892 204458 28211 1224 2 131567 
1	|	2948785	|	Kingevirus	|	2948785 2942973 2942963 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2690160	|	Limihaloglobus	|	2690160 2483367 2483366 666505 203682 1783257 2 131567 
1	|	2733122	|	Petsuvirus	|	2733122 2731619 2731618 2731360 2731341 10239 
1	|	114185	|	Candidatus Carsonella	|	114185 114403 28256 135619 1236 1224 2 131567 
1	|	204447	|	Skermanella	|	204447 2829815 204441 28211 1224 2 131567 
1	|	693074	|	Caldisericum	|	693074 693073 693072 693071 67814 2498710 2 131567 
1	|	338321	|	Turneriella	|	338321 170 1643688 203692 203691 2 131567 
1	|	354349	|	Pseudochrobactrum	|	354349 118882 356 28211 1224 2 131567 
1	|	1645	|	Renibacterium	|	1645 1268 85006 1760 201174 1783272 2 131567 
1	|	89092	|	Ignavigranum	|	89092 186827 186826 91061 1239 1783272 2 131567 
1	|	1609627	|	Hydrogenibacillus	|	1609627 539003 539002 1385 91061 1239 1783272 2 131567 
1	|	836	|	Porphyromonas	|	836 171551 171549 200643 976 68336 1783270 2 131567 
1	|	10494	|	Lymphocystivirus	|	10494 2017756 10486 2732555 2732523 2732007 2732005 2732004 10239 
1	|	1380	|	Atopobium	|	1380 1643824 84999 84998 201174 1783272 2 131567 
1	|	82984	|	Pragia	|	82984 1903416 91347 1236 1224 2 131567 
1	|	441	|	Gluconobacter	|	441 433 204441 28211 1224 2 131567 
1	|	2813804	|	Paremcibacter	|	2813804 2066491 2066490 28211 1224 2 131567 
1	|	3044800	|	Rheavirus	|	3044800 3044638 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	2685927	|	Tardibacter	|	2685927 41297 204457 28211 1224 2 131567 
1	|	1597779	|	Eleftheria	|	1597779 224471 80840 28216 1224 2 131567 
1	|	2837508	|	Rossellomorea	|	2837508 186817 1385 91061 1239 1783272 2 131567 
1	|	2493629	|	Minwuia	|	2493629 2493628 2493627 28211 1224 2 131567 
1	|	2857076	|	Anthocerotibacter	|	2857076 3079741 307595 3028117 1117 1798711 1783272 2 131567 
1	|	2755140	|	Pseudoleptotrichia	|	2755140 1129771 203491 203490 32066 2 131567 
1	|	2733248	|	Betanucleorhabdovirus	|	2733248 2842408 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1743	|	Propionibacterium	|	1743 31957 85009 1760 201174 1783272 2 131567 
1	|	41273	|	Tissierella	|	41273 1737406 1737405 1737404 1239 1783272 2 131567 
1	|	2843096	|	Tinytimothyvirus	|	2843096 2842521 2731619 2731618 2731360 2731341 10239 
1	|	266808	|	Thalassobacter	|	266808 2854170 204455 28211 1224 2 131567 
1	|	1379908	|	Rufibacter	|	1379908 1853232 768507 768503 976 68336 1783270 2 131567 
1	|	1085622	|	Propioniciclava	|	1085622 31957 85009 1760 201174 1783272 2 131567 
1	|	2942989	|	Afonbuvirus	|	2942989 2942968 2942966 1978007 2731619 2731618 2731360 2731341 10239 
1	|	256616	|	Parvibaculum	|	256616 2813035 356 28211 1224 2 131567 
1	|	2846749	|	Pacificitalea	|	2846749 31989 204455 28211 1224 2 131567 
1	|	299568	|	Uruburuella	|	299568 481 206351 28216 1224 2 131567 
1	|	2733086	|	Acionnavirus	|	2733086 2946160 2731619 2731618 2731360 2731341 10239 
1	|	1433993	|	Chryseolinea	|	1433993 2762286 768507 768503 976 68336 1783270 2 131567 
1	|	281119	|	Candidatus Amoebophilus	|	281119 1501348 768507 768503 976 68336 1783270 2 131567 
1	|	1298	|	Deinococcus	|	1298 183710 118964 188787 1297 1783272 2 131567 
1	|	2842531	|	Solibaculum	|	2842531 216572 186802 186801 1239 1783272 2 131567 
1	|	1542744	|	Gemycircularvirus	|	1542744 1910928 2732539 2732424 2732416 2732092 2731342 10239 
1	|	2893057	|	Shouchella	|	2893057 186817 1385 91061 1239 1783272 2 131567 
1	|	478070	|	Labrenzia	|	478070 2821832 356 28211 1224 2 131567 
1	|	2316020	|	Mediterraneibacter	|	2316020 186803 3085636 186801 1239 1783272 2 131567 
1	|	111782	|	Tolypothrix	|	111782 119859 1161 3028117 1117 1798711 1783272 2 131567 
1	|	31983	|	Helcococcus	|	31983 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	158848	|	Moellerella	|	158848 1903414 91347 1236 1224 2 131567 
1	|	10242	|	Orthopoxvirus	|	10242 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	1172191	|	Catenovulum	|	1172191 72275 135622 1236 1224 2 131567 
1	|	2731928	|	Atuphduovirus	|	2731928 2731643 2731619 2731618 2731360 2731341 10239 
1	|	1921784	|	Kiritimatiella	|	1921784 1921783 1921782 1921781 134625 1783257 2 131567 
1	|	162171	|	Magnetococcus	|	162171 1191479 1191478 28211 1224 2 131567 
1	|	1891669	|	Candidatus Neptunochlamydia	|	1891669 92712 1963360 204429 204428 1783257 2 131567 
1	|	2781897	|	Lichenicoccus	|	2781897 433 204441 28211 1224 2 131567 
1	|	3044673	|	Beenievirus	|	3044673 2731619 2731618 2731360 2731341 10239 
1	|	261933	|	Pleomorphomonas	|	261933 2843308 356 28211 1224 2 131567 
1	|	2733	|	Symbiobacterium	|	2733 543349 186802 186801 1239 1783272 2 131567 
1	|	680115	|	Phikzvirus	|	680115 2731619 2731618 2731360 2731341 10239 
1	|	535	|	Chromobacterium	|	535 1499392 206351 28216 1224 2 131567 
1	|	65097	|	Euhalothece	|	65097 92682 3079756 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	2682228	|	Tepidiforma	|	2682228 2682227 2682226 2682225 200795 1783272 2 131567 
1	|	387658	|	Marixanthomonas	|	387658 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1751872	|	Lacimicrobium	|	1751872 72275 135622 1236 1224 2 131567 
1	|	33981	|	Kineococcus	|	33981 83778 622452 1760 201174 1783272 2 131567 
1	|	2916693	|	Desulforamulus	|	2916693 186807 186802 186801 1239 1783272 2 131567 
1	|	2705399	|	Hypericibacter	|	2705399 3031144 204441 28211 1224 2 131567 
1	|	2767892	|	Secundilactobacillus	|	2767892 33958 186826 91061 1239 1783272 2 131567 
1	|	2518495	|	Duncaniella	|	2518495 2005473 171549 200643 976 68336 1783270 2 131567 
1	|	85073	|	Thermochromatium	|	85073 1046 135613 1236 1224 2 131567 
1	|	2596745	|	Limnospira	|	2596745 2934961 1150 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	2948812	|	Mahlunavirus	|	2948812 2942967 2942965 1978007 2731619 2731618 2731360 2731341 10239 
1	|	2733170	|	Bridgettevirus	|	2733170 2731619 2731618 2731360 2731341 10239 
1	|	1354809	|	Keratinibaculum	|	1354809 2992719 1737405 1737404 1239 1783272 2 131567 
1	|	1013	|	Weeksella	|	1013 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	1699619	|	Candidatus Westeberhardia	|	1699619 84564 84563 191675 543 91347 1236 1224 2 131567 
1	|	2843069	|	Tanisvirus	|	2843069 2842524 2731619 2731618 2731360 2731341 10239 
1	|	28228	|	Colwellia	|	28228 267889 135622 1236 1224 2 131567 
1	|	2737	|	Vagococcus	|	2737 81852 186826 91061 1239 1783272 2 131567 
1	|	444432	|	Anderseniella	|	444432 2813035 356 28211 1224 2 131567 
1	|	1209946	|	Roseicitreum	|	1209946 31989 204455 28211 1224 2 131567 
1	|	1331051	|	Candidatus Saccharimonas	|	1331051 2171986 2093825 2093818 95818 1783234 2323 2 131567 
1	|	32613	|	Ephemerovirus	|	32613 2842407 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	838	|	Prevotella	|	838 171552 171549 200643 976 68336 1783270 2 131567 
1	|	129337	|	Geobacillus	|	129337 186817 1385 91061 1239 1783272 2 131567 
