gene_callers_id	FAGR_M16	FAGR_M17	FAGR_M18	FAGR_M19	FAGR_M20
25108	0.5668549905838042	0.3954802259887006	0.0	0.3540489642184557	0.08851224105461393
25109	0.0	0.0	0.0	0.0	0.0
25110	0.0	0.0	0.0	0.0	0.0
25111	0.0	0.0	0.0	0.0	0.0
25112	0.0	0.0	0.0	0.0	0.0
25113	0.0	0.0	0.0	0.0	0.0
25114	0.0	0.0	0.0	0.0	0.0
25115	0.0	0.0	0.0	0.0	0.0
25116	0.0	0.0	0.0	0.0	0.0
25117	0.0	0.0	0.0	0.0	0.0
25118	0.43125	0.44583333333333336	0.32916666666666666	0.46041666666666664	0.3854166666666667
25119	0.3268398268398268	0.3961038961038961	0.3874458874458874	0.0	0.43722943722943725
25120	0.0	0.0	0.0	0.0	0.0
25121	0.0	0.0	0.0	0.0	0.0
25122	0.0	0.0	0.0	0.0	0.0
25123	0.0	0.0	0.0	0.0	0.0
25124	0.12646370023419204	0.13427010148321625	0.16705698672911787	0.1600312256049961	0.282591725214676
25125	0.0	0.0	0.0	0.0	0.0
25126	0.0	0.0	0.0	0.0	0.0
25127	0.0	0.0	0.0	0.0	0.0
25128	0.0	0.0	0.0	0.0	0.0
25129	0.0	0.0	0.0	0.0	0.0
25130	0.0	0.0	0.0	0.0	0.0
25131	0.0	0.0	0.0	0.0	0.0
25132	0.0	0.0	0.0	0.0	0.0
25133	0.6262376237623762	0.4075907590759076	0.45957095709570955	0.4603960396039604	0.264026402640264
25134	0.0	0.0	0.0	0.0	0.0
25135	0.0	0.0	0.0	0.0	0.0
25136	0.22090469916556874	0.0	0.0	0.0663153271848924	0.0663153271848924
25137	0.0	0.0	0.0	0.0	0.0
25138	0.0	0.0	0.0	0.0	0.0
25139	0.0	0.0	0.0	0.0	0.0
25140	0.0	0.0	0.0	0.0	0.0
25141	0.0	0.0	0.0	0.0	0.0
25142	0.0	0.0	0.0	0.0	0.0
25143	0.0	0.0	0.0	0.0	0.0
25144	0.0	0.0	0.0	0.0	0.0
25145	0.0	0.0	0.0	0.0	0.0
25146	0.0	0.0	0.0	0.0	0.0
25147	0.0	0.0	0.0	0.0	0.0
25148	0.0	0.0	0.0	0.0	0.0
25149	0.0	0.0	0.0	0.0	0.0
25150	0.0	0.0	0.0	0.0	0.0
25151	0.0	0.0	0.0	0.0	0.0
25152	0.22115384615384615	0.2423076923076923	0.0	0.0	0.11282051282051282
25153	0.0	0.0	0.0	0.0	0.0
25154	0.0	0.0	0.0	0.0	0.0
25155	0.0	0.0	0.0	0.0	0.0
25156	0.0	0.0	0.0	0.0	0.0
25157	0.0	0.0	0.0	0.0	0.0
25158	0.0	0.0	0.0	0.0	0.0
25159	0.0	0.0	0.0	0.1293916023993145	0.0
25160	0.22912743251726303	0.13245448838669177	0.12680477087256747	0.1738857501569366	0.0
25161	0.0	0.0	0.0	0.0	0.0
25162	0.0	0.0	0.0	0.0	0.0
25163	0.0	0.0	0.0	0.0	0.0
25164	0.0	0.0	0.0	0.0	0.0
25165	0.0	0.0	0.0	0.0	0.0
25166	0.0	0.0	0.0	0.0	0.0
25167	0.0	0.0	0.0	0.0	0.0
25168	0.0	0.0	0.0	0.0	0.0
25169	0.0	0.0	0.0	0.0	0.0
25170	0.0	0.0	0.0	0.0	0.0
25171	0.0	0.0	0.0	0.0	0.0
25172	0.0	0.2150997150997151	0.0	0.0	0.3005698005698006
25173	0.0	0.0	0.0	0.0	0.0
25174	0.0	0.0	0.0	0.0	0.0
25175	0.0	0.0	0.0	0.0	0.0
25176	0.0	0.0	0.0	0.0	0.0
25177	0.0	0.0	0.0	0.0	0.0
25178	0.0	0.0	0.0	0.0	0.0
25179	0.0	0.0	0.0	0.0	0.0
25180	0.0	0.0	0.0	0.0	0.0
25181	0.0	0.0	0.0	0.0	0.0
25182	0.2257100149476831	0.0	0.0	0.2257100149476831	0.0
25183	0.0	0.0	0.0	0.0	0.0
25184	0.0	0.0	0.0	0.0	0.0
25185	0.0	0.0	0.0	0.0	0.0
25186	0.0	0.0	0.0	0.0	0.0
25187	0.0	0.0	0.0	0.0	0.0
25188	0.0	0.0	0.0	0.0	0.0
25189	0.0	0.0	0.0	0.0	0.0
25190	0.0	0.0	0.0	0.0	0.0
25191	0.0	0.0	0.0	0.0	0.0
25192	0.0	0.0	0.0	0.0	0.0
25193	0.1712018140589569	0.20068027210884354	0.2687074829931973	0.1712018140589569	0.0
25194	0.0	0.0	0.0	0.0	0.0
25195	0.0	0.0	0.0	0.0	0.0
25196	0.0	0.0	0.0	0.0	0.0
25197	0.0	0.0	0.0	0.0	0.0
25198	0.0	0.0	0.0	0.0	0.0
25199	0.0	0.0	0.0	0.0	0.0
25200	0.0	0.0	0.0	0.0	0.0
25201	0.0	0.0	0.0	0.0	0.0
25202	0.0	0.0	0.0	0.0	0.0
25203	0.0	0.0	0.0	0.0	0.0
25204	0.0	0.0	0.0	0.0	0.0
25205	0.0	0.0	0.0	0.0	0.0
25206	0.0	0.0	0.0	0.0	0.0
25207	0.0	0.0	0.0	0.0	0.0
25208	0.0	0.0	0.0	0.0	0.0
25209	0.0	0.0	0.0	0.0	0.0
25210	0.0	0.0	0.0	0.0	0.0
25211	0.0	0.0	0.0	0.0	0.0
25212	0.0	0.0	0.0	0.0	0.0
25213	0.27492559523809523	0.16257440476190477	0.23214285714285715	0.16889880952380953	0.1640625
25214	0.0	0.0	0.0	0.0	0.0
25215	0.0	0.0	0.0	0.0	0.0
25216	0.0	0.0	0.0	0.0	0.0
25217	0.0	0.0	0.0	0.0	0.0
25218	0.0	0.0	0.0	0.0	0.0
25219	0.0	0.0	0.0	0.0	0.0
25220	0.0	0.0	0.0	0.0	0.0
25221	0.0	0.0	0.0	0.0	0.0
25222	0.0	0.0	0.0	0.0	0.0
25223	0.0	0.0	0.0	0.0	0.0
25224	0.0	0.0	0.0	0.0	0.0
25225	0.0	0.0	0.0	0.0	0.0
25226	0.0	0.0	0.0	0.0	0.0
25227	0.0	0.0	0.0	0.0	0.0
25228	0.0	0.0	0.0	0.0	0.0
25229	0.0	0.0	0.0	0.0	0.0
25230	0.0	0.0	0.0	0.0	0.0
25231	0.0	0.0	0.0	0.0	0.0
25232	0.0	0.0	0.0	0.0	0.0
25233	0.0	0.11981981981981982	0.06801801801801802	0.0	0.06801801801801802
25234	0.0	0.0	0.0	0.0	0.0
25235	0.2978303747534517	0.0	0.0	0.0	0.0
25236	0.0	0.0	0.0	0.0	0.0
25237	0.0	0.0	0.0	0.0	0.0
25238	0.0	0.0	0.0	0.0	0.0
25239	0.0	0.0	0.0	0.0	0.0
25240	0.0	0.0	0.0	0.0	0.0
25241	0.0	0.0	0.0	0.0	0.0
25242	0.0	0.0	0.0	0.0	0.0
25243	0.0	0.0	0.0	0.0	0.0
25244	0.0	0.0	0.0	0.0	0.0
25245	0.0	0.0	0.0	0.0	0.0
25246	0.0	0.0	0.0	0.0	0.0
25247	0.0	0.0	0.0	0.0	0.0
25248	0.0	0.0	0.0	0.0	0.0
25249	0.0	0.0	0.0	0.0	0.0
25250	0.0	0.0	0.0	0.0	0.0
25251	0.0	0.0	0.0	0.0	0.0
25252	0.0	0.0	0.0	0.0	0.0
25253	0.0	0.0	0.0	0.0	0.11986863711001643
25254	0.0	0.0	0.0	0.0	0.0
25255	0.0	0.0	0.0	0.0	0.0
25256	0.0	0.0	0.0	0.0	0.0
25257	0.0	0.0	0.0	0.0	0.0
25258	0.0	0.0	0.0	0.0	0.0
25259	0.0	0.0	0.0	0.0	0.0
25260	0.0	0.0	0.0	0.0	0.0
25261	0.0	0.0	0.0	0.0	0.0
25262	0.0	0.0	0.0	0.47435897435897434	0.0
25263	0.0	0.0	0.0	0.0	0.0
25264	0.0	0.0	0.0	0.15631469979296067	0.0
25265	0.0	0.0	0.0	0.0	0.0
25266	0.0	0.0	0.0	0.0	0.0
25267	0.0	0.0	0.0	0.0	0.0
25268	0.0	0.0	0.0	0.0	0.0
25269	0.3694581280788177	0.15024630541871922	0.0	0.0	0.28653530377668307
25270	0.0	0.0	0.0	0.0	0.0
25271	0.09373266777592901	0.2795341098169717	0.0	0.08374930671103716	0.0
25272	0.0	0.0	0.0	0.0	0.0
25273	0.0	0.0	0.0	0.0	0.0
25274	0.0	0.0	0.0	0.0	0.0
25275	0.0	0.0	0.0	0.0	0.0
25276	0.0	0.0	0.0	0.0	0.0
25277	0.0	0.0	0.0	0.0	0.0
25278	0.0	0.0	0.0	0.0	0.0
25279	0.1303972366148532	0.0	0.0	0.1303972366148532	0.0
25280	0.0	0.0	0.0	0.0	0.0
25281	0.0	0.0	0.0	0.0	0.0
25282	0.0	0.0	0.0	0.0	0.0
25283	0.0	0.0	0.0	0.0	0.0
25284	0.0	0.0	0.0	0.0	0.0
25285	0.0	0.0	0.0	0.0	0.0
25286	0.0	0.0	0.0	0.0	0.0
25287	0.0	0.0	0.0	0.0	0.0
25288	0.0	0.0	0.0	0.0	0.0
25289	0.0	0.0	0.0	0.0	0.0
25290	0.0	0.0	0.0	0.0	0.0
25291	0.0	0.0	0.0	0.0	0.0
25292	0.0	0.0	0.0	0.0	0.0
25293	0.0	0.0	0.0	0.0	0.0
25294	0.0	0.0	0.0	0.0	0.0
25295	0.0	0.0	0.0	0.0	0.0
25296	0.0	0.0	0.0	0.0	0.0
25297	0.0	0.0	0.0	0.0	0.0
25298	0.0	0.0	0.0	0.0	0.0
25299	0.0	0.0	0.0	0.0	0.0
25300	0.0	0.0	0.0	0.0	0.0
25301	0.0	0.0	0.0	0.0	0.0
25302	0.0	0.0	0.0	0.0	0.0
25303	0.0	0.0	0.0	0.0	0.0
25304	0.0	0.0	0.0	0.0	0.0
25305	0.0	0.0	0.0	0.0	0.0
25306	0.0	0.0	0.0	0.0	0.0
25307	0.0	0.0	0.0	0.0	0.0
25308	0.0	0.0	0.0	0.0	0.0
25309	0.0	0.0	0.0	0.0	0.0
25310	0.0	0.0	0.0	0.0	0.0
25311	0.0	0.0	0.0	0.0	0.0
25312	0.0	0.0	0.0	0.0	0.0
25313	0.0	0.0	0.0	0.0	0.0
25314	0.0	0.0	0.0	0.0	0.0
25315	0.08305830583058306	0.0	0.08305830583058306	0.08305830583058306	0.09295929592959296
25316	0.0	0.0	0.0	0.0	0.0
25317	0.0	0.0	0.0	0.0	0.0
25318	0.0	0.0	0.0	0.0	0.0
25319	0.13603603603603603	0.14234234234234233	0.13603603603603603	0.16036036036036036	0.17387387387387387
25320	0.0	0.0	0.0	0.0	0.0
25321	0.0	0.0	0.0	0.0	0.0
25322	0.0	0.0	0.0	0.0	0.0
25323	0.0	0.0	0.0	0.0	0.0
25324	0.0	0.0	0.0	0.0	0.0
25325	0.0	0.0	0.0	0.0	0.0
25326	0.0	0.0	0.0	0.0	0.0
25327	0.0	0.0	0.0	0.0	0.0
25328	0.0	0.0	0.0	0.0	0.0
25329	0.0	0.0	0.0	0.0	0.0
25330	0.0	0.0	0.162891046386192	0.2707659115426106	0.0
25331	0.19433719433719435	0.0	0.2728442728442728	0.0	0.0
25332	0.0	0.0	0.0	0.0	0.0
25333	0.0	0.0	0.0	0.0	0.18045112781954886
25334	0.0	0.0	0.0	0.0	0.0
25335	0.4216778025241277	0.2858203414996288	0.24201930215293244	0.1744617668893838	0.2561247216035635
25336	0.0	0.0	0.0	0.0	0.0
25337	0.43574690150032613	0.2602739726027397	0.21852576647097194	0.19699934768427918	0.24853228962818003
25338	0.0	0.0	0.0	0.0	0.0
25339	0.0	0.0	0.0	0.0	0.0
25340	0.0	0.0	0.0	0.0	0.0
25341	0.0	0.0	0.0	0.0	0.0
25342	0.0	0.0	0.0	0.0	0.0
25343	0.0	0.0	0.0	0.0	0.0
25344	0.0	0.0	0.0	0.0	0.0
25345	0.0	0.0	0.0	0.0	0.0
