gene_callers_id	THOC_M06	THOC_M07	THOC_M08	THOC_M09	THOC_M10
58904	1.4744623655913978	0.33602150537634407	0.0	1.6115591397849462	1.1612903225806452
58905	4.070921985815603	2.6773049645390072	0.8829787234042553	3.3049645390070923	4.095744680851064
58906	0.0	0.0	0.0	0.0	0.0
58907	1.3354166666666667	1.1	1.75	19.010416666666668	7.010416666666667
58908	0.20729684908789386	0.5008291873963516	0.0	2.912106135986733	0.0
58909	0.0	1.88135593220339	1.155367231638418	0.0	0.0
58910	0.0	0.0	0.0	0.0	0.0
58911	0.0	0.0	0.0	0.0	0.0
58912	0.0	0.0	0.0	0.0	0.0
58913	0.0	0.0	0.0	0.0	0.0
58914	0.0	0.0	0.0	0.0	0.0
58915	0.0	0.0	0.0	0.0	0.0
58916	0.0	0.0	0.0	0.0	0.0
58917	0.0	0.0	0.0	0.0	0.0
58918	0.0	0.0	0.0	0.0	0.0
58919	0.0	0.0	0.0	0.0	0.0
58920	0.0	0.0	0.0	0.0	0.0
58921	0.0	0.0	0.0	0.0	0.0
58922	0.2308868501529052	0.9235474006116208	0.0	0.2308868501529052	0.4617737003058104
58923	0.0	0.0	0.0	0.0	0.0
58924	0.08347153123272526	0.5843007186290768	0.08347153123272526	0.4173576561636263	0.0
58925	0.0	0.0	0.0	0.0	0.0
58926	0.0	0.0	0.0	0.0	0.0
58927	0.0	0.0	0.0	0.0	0.0
58928	0.0	0.0	0.0	0.0	0.0
58929	0.3094262295081967	0.0	0.0	0.0	0.0
58930	0.0	0.0	0.0	0.0	0.0
58931	0.0	0.0	0.0	0.0	0.0
58932	0.0	0.0	0.0	0.0	0.0
58933	0.0	0.0	0.0	0.0	0.0
58934	0.0	0.0	0.0	0.0	0.0
58935	0.0	0.0	0.0	0.0	0.0
58936	0.0	0.0	0.0	0.0	0.0
58937	0.0	0.0	0.0	0.0	0.0
58938	0.0	0.0	0.0	0.0	0.0
58939	0.0	0.0	0.0	0.0	0.0
58940	0.8018741633199464	0.3032128514056225	0.10107095046854082	0.10107095046854082	0.7001338688085676
58941	0.0	0.0	0.0	0.0	0.0
58942	0.0	0.0	0.0	0.0	0.0
58943	0.16928251121076232	0.16853512705530643	0.0	0.28101644245142005	0.16928251121076232
58944	0.6331236897274634	0.0	0.3165618448637317	0.6331236897274634	4.431865828092243
58945	0.0	0.0	0.0	0.0	0.0
58946	0.0	0.0	0.0	0.0	0.0
58947	0.0	0.0	0.0	0.0	0.0
58948	0.0	0.0	0.0	0.0	0.0
58949	0.0	0.0	0.0	0.0	0.0
58950	0.0	0.0	0.0	0.0	0.0
58951	0.0	0.0	0.0	0.9270833333333334	0.6208333333333333
58952	0.9556962025316456	0.6329113924050633	0.0	0.0	0.0
58953	0.0	0.0	0.0	0.0	0.0
58954	0.0	0.0	0.0	0.0	0.0
58955	0.0	0.0	0.0	0.0	0.0
58956	0.0	0.0	0.0	0.0	0.0
58957	0.0	0.0	0.0	0.0	0.0
58958	0.11815336463223787	0.0	0.0	0.0	0.4726134585289515
58959	0.0	0.0	0.0	0.0	0.0
58960	0.0	0.0	0.0	0.0	0.0
58961	0.0	0.0	0.0	0.0	0.0
58962	0.0	0.0	0.0	0.0	0.0
58963	1.2409240924092408	1.1212871287128714	0.6229372937293729	1.495049504950495	0.6229372937293729
58964	0.0	0.0	0.0	0.0	0.0
58965	0.0	0.0	0.0	0.06666666666666667	0.0
58966	0.0	0.0	0.0	0.0	0.0
58967	0.0	0.0	0.0	0.0	0.0
58968	0.0	0.0	0.0	0.0	0.0
58969	0.0	0.0	0.0	0.0	0.0
58970	0.0	0.0	0.0	0.0	0.0
58971	0.0	0.0	0.0	0.0	0.0
58972	0.0	0.0	0.0	0.0	0.0
58973	0.0	0.0	0.0	0.0	0.0
58974	0.0	0.0	0.0	0.0	0.0
58975	0.0	0.0	0.0	0.0	0.0
58976	0.0	0.0	0.0	0.0	0.0
58977	0.0	0.0	0.0	0.0	0.0
58978	0.0	0.0	0.0	0.0	0.0
58979	0.0	0.4886731391585761	0.0	0.48705501618122976	0.0
58980	0.0	0.0	0.0	0.0	0.0
58981	0.0	0.0	0.0	0.0	0.0
58982	0.0	0.0	0.0	0.0	0.0
58983	0.0	0.0	0.0	0.0	0.0
58984	0.30691056910569103	0.42804878048780487	0.552439024390244	0.4296747967479675	0.9203252032520325
58985	0.0	0.0	0.0	0.0	0.0
58986	0.0	0.0	0.0	0.0	0.0
58987	0.0	0.10107095046854082	0.0	0.0	0.20214190093708165
58988	0.0	0.2796296296296296	0.0	0.0	0.0
58989	0.0	0.0	0.0	0.0	0.0
58990	0.0	0.0	0.0	0.0	0.0
58991	0.0	0.0	0.0	0.0	0.0
58992	0.0	0.0	0.0	0.0	0.0
58993	0.0	0.0	0.0	0.0	0.0
58994	0.0	0.0	0.0	0.0	0.0
58995	0.0	0.0	0.0	0.0	0.0
58996	0.0	0.0	0.0	0.0	0.0
58997	0.0	0.0	0.0	0.0	0.0
58998	0.1600932994062765	0.0	0.0320186598812553	0.0631891433418151	0.1921119592875318
58999	0.0	0.0	0.0	0.0	0.0
59000	0.0	0.0	0.0	0.0	0.0
59001	0.0	0.0	0.0	0.0	0.0
59002	0.263801537386443	0.5803633822501747	0.05276030747728861	0.10552061495457722	0.0
59003	0.0	0.0	0.0	0.0	0.0967948717948718
59004	0.0	0.0	0.0	0.0	0.0
59005	0.0	0.0	0.0	0.0	0.0
59006	0.0	0.0	0.0	0.0	0.0
59007	0.18504901960784315	0.2775735294117647	0.0	0.0	0.2775735294117647
59008	0.0	0.0	0.0	0.0	0.6252587991718427
59009	0.0	0.0	0.0	0.0	0.0
59010	0.0	0.0	0.0	0.0	0.0
59011	0.0	0.0	0.0	0.0	0.0
59012	0.0	0.0	0.0	0.0	0.0
59013	0.0	0.0	0.0	0.0	0.0
59014	0.0	0.0	0.0	0.0	0.0
59015	0.0	0.0	0.0	0.0	0.0
59016	0.0	0.0	0.0	0.0	0.0
59017	0.0	0.0	0.0	0.0	0.0
59018	0.0	0.0	0.0	0.0	0.0
59019	0.0	0.0	0.0	0.0	0.0
59020	0.08156606851549755	1.8064165307232192	1.395867319195215	0.24469820554649266	2.544861337683524
59021	0.0	0.0	0.0	0.0	0.0
59022	0.0	0.0	0.0	0.0	0.0
59023	0.0	0.0	0.0	0.0	0.0
59024	0.0	0.0	0.0	0.0	0.0
59025	0.0	0.0	0.0	0.0	0.0
59026	0.0	0.0	0.0	0.0	0.0
59027	0.0	0.0	0.0	0.0	0.0
59028	0.2750455373406193	0.18336369156041288	0.5500910746812386	0.0	0.18336369156041288
59029	0.0	0.0	0.05992063492063492	0.0	0.0
59030	0.0	0.0	0.0	0.0	0.0
59031	0.0	0.0	0.0	0.0	0.0
59032	0.32420826623725174	0.0	0.0	0.0	0.0
59033	0.0	0.0	0.0	0.0	0.0
59034	0.0	0.0	0.0	0.0	0.0
59035	0.0	0.0	0.0	0.0	0.0
59036	0.0	0.0	0.0	0.0	0.0
59037	1.0596491228070175	0.0	0.0	0.0	0.0
59038	0.0	0.0	0.0	0.0	0.0
59039	0.0	0.0	0.0	0.0	0.0
59040	0.09373060211049038	0.09373060211049038	0.0	0.18746120422098075	0.09373060211049038
59041	0.0	0.0	0.0	0.0	0.0
59042	0.0	0.0	0.0	0.05141300646918624	0.05141300646918624
59043	0.0	0.0	0.0	0.0	0.0
59044	0.0	0.0	0.0	0.0	0.0
59045	0.0	0.0	0.0	0.0	0.0
